session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,1-year,University,state,Zamfara,North West,Zamfara,,,,0,347,463,194,177,130,0,0,390,17,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Abia,South East,Abia,,,,0,7,8,17795,16192,155,0,0,0,159,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Anambra,South East,Anambra,,,,0,0,0,35778,33087,166,0,0,0,188,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Ebonyi,South East,Ebonyi,,,,0,726,968,1642,1514,92,0,0,0,77,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Enugu,South East,Enugu,,,,0,570,772,2107,1932,106,0,0,0,147,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Imo,South East,Imo,,,,0,811,1084,2256,2165,97,0,0,0,133,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,986,1314,2485,2296,167,0,0,0,143,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Bayelsa,South South,Bayelsa,,,,0,175,241,666,641,47,0,0,0,39,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Cross River,South South,Cross River,,,,0,7,8,11934,10640,150,0,0,0,135,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Delta,South South,Delta,,,,0,481,647,13866,12382,206,0,0,0,233,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Edo,South South,Edo,,,,0,766,1026,2590,2503,51,0,0,0,55,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Rivers,South South,Rivers,,,,0,1097,1478,2810,2594,250,0,0,0,131,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Ekiti,South West,Ekiti,,,,0,515,680,373,346,26,0,0,667,37,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Lagos,South West,Lagos,,,,0,2502,3286,919,881,140,0,0,2886,36,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Ogun,South West,Ogun,,,,0,652,859,1756,1578,146,0,0,0,236,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Ondo,South West,Ondo,,,,0,578,772,3680,3413,109,0,0,0,112,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Osun,South West,Osun,,,,0,255,350,17637,15813,132,0,0,0,221,1.5
2022/2023,Female,ALL,WAEC,1-year,University,state,Oyo,South West,Oyo,,,,0,1372,1825,2011,1950,61,0,0,393,78,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Benue,North Central,Benue,,,,0,533,711,211,188,15,0,0,321,11,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,329,440,88,78,41,0,0,381,8,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Kogi,North Central,Kogi,,,,0,289,388,353,336,4,0,0,56,7,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Kwara,North Central,Kwara,,,,0,279,374,163,150,12,0,0,406,17,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,208,276,762,711,22,0,0,0,17,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Niger,North Central,Niger,,,,0,516,687,156,148,11,0,0,337,4,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Plateau,North Central,Plateau,,,,0,347,475,854,791,53,0,0,0,29,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,373,496,37,31,18,0,0,1156,11,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,1004,1347,260,244,41,0,0,863,10,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Borno,North East,Borno,,,,0,486,645,35,33,8,0,0,615,2,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Gombe,North East,Gombe,,,,0,327,449,304,276,31,0,0,238,25,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Taraba,North East,Taraba,,,,0,257,344,54,51,0,0,0,123,1,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Yobe,North East,Yobe,,,,0,309,415,232,211,41,0,0,276,20,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,784,1073,108,101,17,0,0,864,5,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,1013,1352,350,328,34,0,0,1332,22,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Kano,North West,Kano,,,,0,1645,2190,357,313,169,0,0,2896,53,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Katsina,North West,Katsina,,,,0,776,1039,438,415,37,0,0,395,11,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,267,358,14,13,0,0,0,428,1,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,398,536,56,49,15,0,0,401,4,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,348,467,38,34,26,0,0,545,4,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Abia,South East,Abia,,,,0,7,8,481,430,3,0,0,0,5,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Anambra,South East,Anambra,,,,0,0,0,2415,2244,9,0,0,0,12,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,170,224,47,46,0,0,0,139,1,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Enugu,South East,Enugu,,,,0,464,619,160,155,3,0,0,517,5,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Imo,South East,Imo,,,,0,552,731,143,140,3,0,0,951,4,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,522,710,170,161,8,0,0,540,7,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,319,426,4,4,0,0,0,756,1,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Cross River,South South,Cross River,,,,0,7,8,654,597,8,0,0,0,6,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Delta,South South,Delta,,,,0,311,413,730,660,10,0,0,0,11,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Edo,South South,Edo,,,,0,476,633,86,85,0,0,0,415,1,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Rivers,South South,Rivers,,,,0,668,912,73,66,7,0,0,638,4,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,420,573,197,183,13,0,0,718,19,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Lagos,South West,Lagos,,,,0,842,1157,97,96,0,0,0,1213,1,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Ogun,South West,Ogun,,,,0,714,971,221,201,16,0,0,1324,26,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Ondo,South West,Ondo,,,,0,360,471,525,465,25,0,0,33,25,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Osun,South West,Osun,,,,0,119,158,3111,2875,17,0,0,0,29,1.5
2022/2023,Female,ALL,WAEC,2-year,College of Education,state,Oyo,South West,Oyo,,,,0,1021,1358,464,451,14,0,0,1473,17,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Benue,North Central,Benue,,,,0,551,730,317,285,20,0,0,284,15,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,282,380,18,15,21,0,0,375,2,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,277,370,807,775,9,0,0,0,13,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,391,516,156,141,12,0,0,649,19,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,177,239,228,216,4,0,0,26,4,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Niger,North Central,Niger,,,,0,399,532,204,200,11,0,0,223,2,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,324,428,356,332,20,0,0,87,11,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,362,490,14,13,6,0,0,1185,2,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,485,653,206,205,0,0,0,372,1,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Borno,North East,Borno,,,,0,586,798,89,79,15,0,0,726,8,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,287,385,45,43,4,0,0,389,2,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,243,325,155,146,5,0,0,83,3,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,355,475,80,79,0,0,0,484,1,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,678,906,98,91,17,0,0,725,5,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,409,545,323,294,45,0,0,363,28,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Kano,North West,Kano,,,,0,1283,1695,158,146,45,0,0,2380,14,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,679,918,386,365,37,0,0,350,10,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,324,434,42,39,12,0,0,494,3,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,291,384,14,13,0,0,0,303,1,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,262,350,9,8,0,0,0,427,1,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Abia,South East,Abia,,,,0,7,8,941,861,7,0,0,0,8,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,0,0,1860,1657,13,0,0,0,14,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,237,319,200,182,13,0,0,121,11,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,653,869,116,104,8,0,0,815,10,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Imo,South East,Imo,,,,0,558,747,133,120,10,0,0,987,16,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,465,619,177,169,8,0,0,450,6,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,229,305,17,15,4,0,0,523,2,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,7,8,654,587,8,0,0,0,7,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Delta,South South,Delta,,,,0,442,596,1473,1347,19,0,0,0,20,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Edo,South South,Edo,,,,0,300,398,294,262,17,0,0,125,19,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,796,1041,125,116,7,0,0,704,5,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,202,265,312,293,18,0,0,41,26,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,1846,2478,137,132,14,0,0,2659,5,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,496,666,316,305,9,0,0,697,15,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,444,599,518,472,18,0,0,102,19,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Osun,South West,Osun,,,,0,176,231,2992,2730,19,0,0,0,32,1.5
2022/2023,Female,ALL,WAEC,2-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,459,607,399,378,19,0,0,439,26,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Benue,North Central,Benue,,,,0,486,645,2752,2579,116,0,0,0,83,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,199,265,84,80,21,0,0,204,4,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Kogi,North Central,Kogi,,,,0,356,480,3539,3176,87,0,0,0,142,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Kwara,North Central,Kwara,,,,0,333,448,851,778,65,0,0,0,97,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,177,237,1726,1548,75,0,0,0,59,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Niger,North Central,Niger,,,,0,394,532,882,779,154,0,0,0,49,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Plateau,North Central,Plateau,,,,0,450,602,1146,1025,99,0,0,0,55,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Adamawa,North East,Adamawa,,,,0,469,624,278,237,134,0,0,1010,80,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Bauchi,North East,Bauchi,,,,0,832,1099,656,622,82,0,0,445,21,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Borno,North East,Borno,,,,0,576,767,813,753,98,0,0,137,48,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Gombe,North East,Gombe,,,,0,184,244,384,358,31,0,0,0,24,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Taraba,North East,Taraba,,,,0,133,177,1856,1726,57,0,0,0,43,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Yobe,North East,Yobe,,,,0,288,383,396,383,28,0,0,90,13,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Jigawa,North West,Jigawa,,,,0,695,916,405,353,173,0,0,526,36,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Kaduna,North West,Kaduna,,,,0,1247,1661,1329,1178,238,0,0,777,149,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Kano,North West,Kano,,,,0,1571,2089,624,597,113,0,0,2429,34,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Katsina,North West,Katsina,,,,0,659,872,971,910,99,0,0,68,28,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Kebbi,North West,Kebbi,,,,0,443,586,305,288,62,0,0,431,17,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Sokoto,North West,Sokoto,,,,0,550,737,395,357,104,0,0,350,25,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Zamfara,North West,Zamfara,,,,0,220,296,124,115,78,0,0,248,9,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Abia,South East,Abia,,,,0,7,8,11355,10547,79,0,0,0,81,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Anambra,South East,Anambra,,,,0,0,0,22127,21340,50,0,0,0,58,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Ebonyi,South East,Ebonyi,,,,0,467,628,1088,970,84,0,0,0,70,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Enugu,South East,Enugu,,,,0,373,510,1374,1208,101,0,0,0,138,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Imo,South East,Imo,,,,0,510,685,1353,1312,39,0,0,0,54,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,616,821,1551,1428,109,0,0,0,93,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Bayelsa,South South,Bayelsa,,,,0,111,154,444,400,76,0,0,0,63,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Cross River,South South,Cross River,,,,0,0,8,7444,7156,35,0,0,0,32,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Delta,South South,Delta,,,,0,306,408,8854,8155,98,0,0,0,111,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Edo,South South,Edo,,,,0,492,651,1650,1653,3,0,0,0,2,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Rivers,South South,Rivers,,,,0,690,925,1807,1584,250,0,0,0,132,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Ekiti,South West,Ekiti,,,,0,319,422,225,212,13,0,0,423,18,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Lagos,South West,Lagos,,,,0,1607,2143,593,555,140,0,0,1887,35,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Ogun,South West,Ogun,,,,0,402,529,1018,1022,0,0,0,0,1,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Ondo,South West,Ondo,,,,0,371,494,2377,2158,88,0,0,0,91,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Osun,South West,Osun,,,,0,164,231,11772,10807,70,0,0,0,118,1.5
2022/2023,Female,ALL,WAEC,2-year,University,state,Oyo,South West,Oyo,,,,0,862,1141,1259,1185,70,0,0,243,90,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Benue,North Central,Benue,,,,0,331,440,134,124,5,0,0,197,5,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,204,274,54,48,21,0,0,238,5,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Kogi,North Central,Kogi,,,,0,182,245,232,217,4,0,0,32,6,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Kwara,North Central,Kwara,,,,0,184,241,108,92,15,0,0,259,20,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,129,177,487,445,18,0,0,0,14,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Niger,North Central,Niger,,,,0,320,422,98,91,11,0,0,206,3,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Plateau,North Central,Plateau,,,,0,229,307,559,539,20,0,0,0,10,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,229,313,22,22,0,0,0,730,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,640,847,166,151,41,0,0,541,9,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Borno,North East,Borno,,,,0,324,434,22,20,8,0,0,415,2,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Gombe,North East,Gombe,,,,0,215,283,188,183,4,0,0,153,5,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Taraba,North East,Taraba,,,,0,165,219,35,29,5,0,0,78,2,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Yobe,North East,Yobe,,,,0,191,249,139,132,14,0,0,166,6,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,502,677,68,61,17,0,0,545,5,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,652,863,222,211,17,0,0,851,11,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Kano,North West,Kano,,,,0,1032,1393,219,206,45,0,0,1851,16,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Katsina,North West,Katsina,,,,0,476,635,253,225,50,0,0,248,13,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,170,230,9,7,12,0,0,274,2,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,244,318,32,29,15,0,0,239,2,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,223,300,25,23,26,0,0,350,2,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Abia,South East,Abia,,,,0,7,8,293,273,3,0,0,0,2,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Anambra,South East,Anambra,,,,0,0,0,1590,1551,3,0,0,0,3,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,104,139,30,28,0,0,0,86,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Enugu,South East,Enugu,,,,0,292,390,109,102,5,0,0,320,6,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Imo,South East,Imo,,,,0,347,473,93,84,8,0,0,616,10,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,338,458,115,103,13,0,0,345,9,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,201,269,3,2,0,0,0,478,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Cross River,South South,Cross River,,,,0,0,0,387,378,0,0,0,0,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Delta,South South,Delta,,,,0,188,245,414,376,6,0,0,0,6,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Edo,South South,Edo,,,,0,314,424,60,58,0,0,0,277,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Rivers,South South,Rivers,,,,0,428,570,47,43,7,0,0,398,2,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,285,381,132,121,10,0,0,477,15,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Lagos,South West,Lagos,,,,0,546,749,67,58,28,0,0,782,8,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Ogun,South West,Ogun,,,,0,461,620,141,129,9,0,0,845,16,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Ondo,South West,Ondo,,,,0,233,306,333,319,7,0,0,25,6,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Osun,South West,Osun,,,,0,79,106,2140,1891,17,0,0,0,30,1.5
2022/2023,Female,ALL,WAEC,3-5-year,College of Education,state,Oyo,South West,Oyo,,,,0,669,896,322,301,19,0,0,954,25,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Benue,North Central,Benue,,,,0,354,471,185,183,0,0,0,192,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,186,246,10,9,0,0,0,244,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,165,221,480,416,15,0,0,0,25,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,258,338,101,93,7,0,0,426,11,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,110,150,147,135,4,0,0,15,4,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Niger,North Central,Niger,,,,0,245,329,124,117,11,0,0,139,3,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,215,284,240,232,7,0,0,56,4,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,230,314,9,7,6,0,0,760,3,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,309,406,144,119,55,0,0,222,15,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Borno,North East,Borno,,,,0,374,500,54,49,8,0,0,456,4,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,186,244,30,29,0,0,0,246,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,152,204,98,89,5,0,0,52,3,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,237,314,53,46,14,0,0,320,6,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,416,545,58,49,35,0,0,437,6,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,263,348,189,180,17,0,0,249,9,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kano,North West,Kano,,,,0,842,1116,105,98,34,0,0,1565,9,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,450,600,260,241,37,0,0,225,9,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,212,279,27,25,12,0,0,318,2,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,185,246,8,6,0,0,0,195,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,170,227,5,4,0,0,0,278,1,1.5
2022/2023,Female,ALL,WAEC,3-5-year,Polytechnic,state,Abia,South East,Abia,,,,0,0,0,617,556,7,0,0,0,6,1.5
