session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2022/2023,South West,Ekiti,Ado-Ekiti,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,16,15
2022/2023,South West,Ekiti,Ado-Ekiti,School of Health,Other School of Health Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,all,Non-STEMM,ART,Religious Studies,642,588
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,all,Non-STEMM,Education,Guidance and Counselling,1775,1626
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,all,STEMM,Environmental Sciences,Estate Management,25,23
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,disabled,Non-STEMM,ART,Religious Studies,51,46
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,disabled,Non-STEMM,Education,Guidance and Counselling,142,129
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,all,Non-STEMM,ART,Religious Studies,569,521
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,all,Non-STEMM,Education,Guidance and Counselling,1451,1329
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,all,STEMM,Environmental Sciences,Estate Management,32,29
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,disabled,Non-STEMM,ART,Religious Studies,45,41
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,disabled,Non-STEMM,Education,Guidance and Counselling,117,107
2022/2023,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Medicine / Health Sciences,Physiology,136,125
2022/2023,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,11,10
2022/2023,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Medicine / Health Sciences,Physiology,98,90
2022/2023,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,8,7
2022/2023,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Medicine / Health Sciences,Physiology,137,125
2022/2023,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,10,9
2022/2023,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Medicine / Health Sciences,Physiology,98,90
2022/2023,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,7,6
2022/2023,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,all,STEMM,Health Sciences,Medical Laboratory Science,2506,2295
2022/2023,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,all,STEMM,Mathematics / Statistics,Statistics,286,262
2022/2023,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,202,184
2022/2023,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,disabled,STEMM,Mathematics / Statistics,Statistics,22,20
2022/2023,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,all,STEMM,Health Sciences,Medical Laboratory Science,1814,1662
2022/2023,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,all,STEMM,Mathematics / Statistics,Statistics,365,334
2022/2023,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,146,133
2022/2023,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Male,disabled,STEMM,Mathematics / Statistics,Statistics,29,26
2022/2023,South West,Ekiti,Gbonyin,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,49,45
2022/2023,South West,Ekiti,Gbonyin,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,3,3
2022/2023,South West,Ekiti,Gbonyin,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,63,58
2022/2023,South West,Ekiti,Gbonyin,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,5,4
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,all,Non-STEMM,Social Sciences,Sociology,1189,1089
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,all,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,25,23
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,204,187
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,disabled,Non-STEMM,Social Sciences,Sociology,96,87
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,16,15
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,all,Non-STEMM,Social Sciences,Sociology,1141,1045
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,all,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,33,30
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,147,135
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,disabled,Non-STEMM,Social Sciences,Sociology,92,84
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,12,11
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Female,all,Non-STEMM,Social Sciences,Sociology,1188,1088
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,25,23
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Female,all,STEMM,Medicine / Health Sciences,Anatomy,204,187
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Female,disabled,Non-STEMM,Social Sciences,Sociology,96,87
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,1,1
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,16,15
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Male,all,Non-STEMM,Social Sciences,Sociology,1141,1045
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Male,all,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,32,29
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Male,all,STEMM,Medicine / Health Sciences,Anatomy,148,136
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Male,disabled,Non-STEMM,Social Sciences,Sociology,91,83
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,South West,Ekiti,Ijero,Polytechnic,Other Polytechnic Admissions - Ekiti 2,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,11,10
2022/2023,South West,Ekiti,Ijero,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,14,13
2022/2023,South West,Ekiti,Ijero,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South West,Ekiti,Ijero,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,19,17
2022/2023,South West,Ekiti,Ijero,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,all,STEMM,Agriculture,Animal Science,597,547
2022/2023,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,62,57
2022/2023,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,disabled,STEMM,Agriculture,Animal Science,47,43
2022/2023,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,4,4
2022/2023,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Male,all,STEMM,Agriculture,Animal Science,761,697
2022/2023,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,80,73
2022/2023,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Male,disabled,STEMM,Agriculture,Animal Science,60,55
2022/2023,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,6,5
2022/2023,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,26,24
2022/2023,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,34,31
2022/2023,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,26,24
2022/2023,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,33,30
2022/2023,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,South West,Lagos,Kosofe,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,3,3
2022/2023,South West,Lagos,Kosofe,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,6,5
2022/2023,South West,Lagos,Lagos Island,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,3,3
2022/2023,South West,Lagos,Lagos Island,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,4,4
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,all,STEMM,Agriculture,Agricultural Science,693,635
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,60,55
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,all,STEMM,Technology / ICT,Information Technology,1006,921
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,disabled,STEMM,Agriculture,Agricultural Science,56,51
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,5,4
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,disabled,STEMM,Technology / ICT,Information Technology,81,74
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,all,STEMM,Agriculture,Agricultural Science,883,809
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,43,39
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,all,STEMM,Technology / ICT,Information Technology,1390,1273
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,disabled,STEMM,Agriculture,Agricultural Science,71,65
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,3,3
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Male,disabled,STEMM,Technology / ICT,Information Technology,113,103
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Female,all,STEMM,Agriculture,Agricultural Science,693,635
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Female,all,STEMM,Medicine / Health Sciences,Anatomy,59,54
2022/2023,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 2,Female,all,STEMM,Technology / ICT,Information Technology,1006,921
