session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Mathematics / Statistics,Mathematics,3,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Science,Industrial Chemistry,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Science,Plant Science,5,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Arts,English and Literary Studies,28,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Arts,Law,33,25,23
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Arts / Humanities,History and International Studies,28,20,18
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Arts / Humanities,Religious Studies,33,25,23
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Communication / Media,Broadcasting,25,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Communication / Media,Development Communication,28,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Communication / Media,Journalism and Media Studies,28,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Education,Adult Education,28,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Education,Curriculum Studies,25,20,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Education,Educational Management,31,25,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Education,Guidance and Counselling,28,20,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Languages,Arabic Studies,20,15,15
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Languages,English Language,18,15,15
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Languages,French,23,18,15
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Languages,Hausa,31,25,23
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Social Sciences,Business Administration,28,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Social Sciences,Criminology,33,28,25
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Social Sciences,Geography,31,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Social Sciences,International Relations,28,20,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Social Sciences,Mass Communication,20,15,15
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Social Sciences,Political Science,23,18,15
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Social Sciences,Public Administration,31,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,all,Non-STEMM,Social Sciences,Sociology,25,20,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Arts,English and Literary Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Arts,Law,5,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Arts / Humanities,History and International Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Arts / Humanities,Religious Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Communication / Media,Development Communication,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Education,Adult Education,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Education,Curriculum Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Education,Educational Management,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Education,Guidance and Counselling,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Languages,Arabic Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Languages,English Language,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Languages,French,5,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Languages,Hausa,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Social Sciences,Business Administration,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Social Sciences,Criminology,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Social Sciences,Geography,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Social Sciences,International Relations,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Social Sciences,Mass Communication,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Social Sciences,Political Science,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Social Sciences,Public Administration,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,disabled,Non-STEMM,Social Sciences,Sociology,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Arts,English and Literary Studies,23,20,18
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Arts,Law,38,31,28
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Arts / Humanities,History and International Studies,28,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Arts / Humanities,Religious Studies,36,31,25
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Communication / Media,Broadcasting,25,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Communication / Media,Development Communication,33,25,25
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Communication / Media,Journalism and Media Studies,28,20,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Education,Adult Education,28,25,23
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Education,Curriculum Studies,33,28,28
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Education,Educational Management,31,25,23
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Education,Guidance and Counselling,25,18,18
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Languages,Arabic Studies,18,15,13
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Languages,English Language,18,13,13
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Languages,French,23,18,18
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Languages,Hausa,28,25,23
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Social Sciences,Business Administration,25,23,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Social Sciences,Criminology,38,33,33
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Social Sciences,Geography,25,20,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Social Sciences,International Relations,28,20,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Social Sciences,Mass Communication,25,20,18
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Social Sciences,Political Science,28,20,20
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Social Sciences,Public Administration,31,23,18
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,all,Non-STEMM,Social Sciences,Sociology,25,20,18
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Arts,English and Literary Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Arts,Law,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Arts / Humanities,History and International Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Arts / Humanities,Religious Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Communication / Media,Development Communication,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Education,Adult Education,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Education,Curriculum Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Education,Educational Management,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Education,Guidance and Counselling,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Languages,Arabic Studies,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Languages,English Language,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Languages,French,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Languages,Hausa,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Social Sciences,Business Administration,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Social Sciences,Criminology,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Social Sciences,Geography,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Social Sciences,International Relations,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Social Sciences,Mass Communication,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Social Sciences,Political Science,3,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Social Sciences,Public Administration,5,3,3
2024/2025,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,disabled,Non-STEMM,Social Sciences,Sociology,3,3,3
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,Non-STEMM,Arts,Law,41,33,31
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,Non-STEMM,Business / Administration / Law,Insurance,38,33,31
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,Non-STEMM,Communication / Media,Development Communication,31,23,23
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,Non-STEMM,Communication / Media,Journalism and Media Studies,31,25,20
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,Non-STEMM,Social Sciences,Accounting,28,25,23
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,Non-STEMM,Social Sciences,Banking and Finance,36,28,25
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,Non-STEMM,Social Sciences,Mass Communication,25,23,20
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,Non-STEMM,Social Sciences,Public Administration,33,28,25
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Computing / ICT,Computer Science,33,28,25
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Engineering,Civil Engineering,31,25,23
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Engineering,Electrical Engineering,31,25,23
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Engineering,Mechanical Engineering,31,23,20
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Engineering,Petroleum Engineering,41,33,28
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Actuarial Science,31,25,23
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,33,25,25
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Mathematics,28,23,20
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Operations Research,36,28,28
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Statistics,28,23,23
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Science,Chemistry,25,20,20
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Science,Industrial Chemistry,31,28,25
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Science,Physics,33,28,25
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Technology / ICT,Cybersecurity,33,25,25
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Technology / ICT,Data Science,33,28,25
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Technology / ICT,Information Systems,41,36,31
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,all,STEMM,Technology / ICT,Software Engineering,38,31,28
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,disabled,Non-STEMM,Arts,Law,3,3,3
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,disabled,Non-STEMM,Business / Administration / Law,Insurance,3,3,3
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,disabled,Non-STEMM,Communication / Media,Development Communication,3,3,3
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,3,3,3
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Accounting,3,3,3
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Banking and Finance,3,3,3
