session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2023/2024,South East,Ebonyi,Abakaliki,Abakpa,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,12,2,1,0,82.4,,0,"Government Secondary School, Abakpa | Community Secondary School, Abakpa | Unity College, Abakaliki | Comprehensive High School, Abakpa"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,62,1,2,2,51.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,2,2,1,1,51.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,81,2,3,2,51.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,3,2,1,1,51.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,108,2,4,3,51.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Private,JSS,JSS1,10,3,1,1,57.7,JSS1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Private,JSS,JSS1,413,3,8,6,57.7,JSS1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Private,JSS,JSS1,8,3,1,1,57.7,JSS1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Private,JSS,JSS1,363,3,7,5,57.7,JSS1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Public,JSS,JSS1,22,7,1,1,57.7,JSS1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Public,JSS,JSS1,961,7,19,14,57.7,JSS1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Public,JSS,JSS1,21,7,1,1,57.7,JSS1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Public,JSS,JSS1,912,7,18,14,57.7,JSS1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Private,JSS,JSS2,8,3,1,1,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Private,JSS,JSS2,339,3,7,5,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Private,JSS,JSS2,7,3,1,1,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Private,JSS,JSS2,298,3,6,5,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Public,JSS,JSS2,17,7,1,1,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Public,JSS,JSS2,789,7,15,11,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Public,JSS,JSS2,17,7,1,1,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Public,JSS,JSS2,748,7,15,11,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Private,JSS,JSS3,6,3,1,1,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Private,JSS,JSS3,270,3,5,4,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Private,JSS,JSS3,6,3,1,1,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Private,JSS,JSS3,237,3,5,4,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Public,JSS,JSS3,14,7,1,1,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Public,JSS,JSS3,629,7,12,9,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Public,JSS,JSS3,13,7,1,1,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Public,JSS,JSS3,596,7,12,9,57.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,17,2,1,1,55.7,Primary 1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,491,2,11,8,55.7,Primary 1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,20,2,1,1,55.7,Primary 1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,553,2,13,10,55.7,Primary 1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,106,17,2,2,55.7,Primary 1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,3817,17,87,65,55.7,Primary 1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,100,17,2,2,55.7,Primary 1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,3571,17,81,61,55.7,Primary 1,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,16,2,1,1,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,435,2,10,8,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,18,2,1,1,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,490,2,11,8,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,94,15,2,2,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3390,15,77,58,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,88,15,2,2,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3171,15,72,54,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,14,2,1,1,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,391,2,9,7,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,16,2,1,1,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,442,2,10,8,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,85,18,2,2,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3048,18,69,52,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,79,18,2,2,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,2851,18,65,49,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,13,2,1,1,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,358,2,8,6,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,14,2,1,1,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,403,2,9,7,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,77,16,2,2,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,2785,16,63,47,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,72,16,2,2,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,2605,16,59,44,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,12,3,1,1,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,335,3,8,6,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,14,3,1,1,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,378,3,9,7,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,73,15,2,2,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2608,15,59,44,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,68,15,2,2,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
2023/2024,North West,Kaduna,Kaduna South,Badiko,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2440,15,55,41,55.7,,0,"Government Secondary School, Badiko | Community Secondary School, Badiko | Unity College, Kaduna South | Comprehensive High School, Badiko"
