session,zone,state,lga,ward,school
2022/2023,North West,Jigawa,Kazaure,Unguwar Arewa,"Junior Secondary School, Arewa Kazaure"
2022/2023,North West,Jigawa,Kazaure,Unguwar Arewa,Saminu Turaki Junior High School
2023/2024,North West,Jigawa,Kazaure,Unguwar Arewa,Al Iman Junior Secondary Schools
2023/2024,North West,Jigawa,Kazaure,Unguwar Arewa,"Junior Secondary School, Arewa Kazaure"
2023/2024,North West,Jigawa,Kazaure,Unguwar Arewa,Saminu Turaki Junior High School
2024/2025,North West,Jigawa,Kazaure,Unguwar Arewa,Al Iman Junior Secondary Schools
2024/2025,North West,Jigawa,Kazaure,Unguwar Arewa,"Junior Secondary School, Arewa Kazaure"
2024/2025,North West,Jigawa,Kazaure,Unguwar Arewa,Saminu Turaki Junior High School
2019/2020,North West,Jigawa,Kiyawa,Faki,"Ajawa Primary School, Ajawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,"Ashirfa Nomadic Primary School, Ashifa"
2019/2020,North West,Jigawa,Kiyawa,Faki,"Balago Primary School, Balago"
2019/2020,North West,Jigawa,Kiyawa,Faki,"Dungu Primary School, Dungu"
2019/2020,North West,Jigawa,Kiyawa,Faki,Gidan Tsika Primary School
2019/2020,North West,Jigawa,Kiyawa,Faki,"Gurum B/Gari Primary School, Gurunayan Gari"
2019/2020,North West,Jigawa,Kiyawa,Faki,"Kafin Baka Nomadic Primary School,"
2019/2020,North West,Jigawa,Kiyawa,Faki,"Kunkurawa Primary School, Kunkurawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,"Rura Nomadic Primary School, Rura."
2019/2020,North West,Jigawa,Kiyawa,Faki,Tsotsawa Primary School
2019/2020,North West,Jigawa,Kiyawa,Faki,"Yalwan Fiya Primary School, Yalwan Fiya"
2020/2021,North West,Jigawa,Kiyawa,Faki,"Kafin Baka Nomadic Primary School,"
2020/2021,North West,Jigawa,Kiyawa,Faki,"Kunkurawa Primary School, Kunkurawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,"Rura Nomadic Primary School, Rura."
2020/2021,North West,Jigawa,Kiyawa,Faki,Tsotsawa Primary School
2020/2021,North West,Jigawa,Kiyawa,Faki,"Yalwan Fiya Primary School, Yalwan Fiya"
2020/2021,North West,Jigawa,Kiyawa,Faki,"Ajawa Primary School, Ajawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,"Ashirfa Nomadic Primary School, Ashifa"
2020/2021,North West,Jigawa,Kiyawa,Faki,"Balago Primary School, Balago"
2020/2021,North West,Jigawa,Kiyawa,Faki,"Dungu Primary School, Dungu"
2020/2021,North West,Jigawa,Kiyawa,Faki,Gidan Tsika Primary School
2020/2021,North West,Jigawa,Kiyawa,Faki,"Gurum B/Gari Primary School, Gurunayan Gari"
2021/2022,North West,Jigawa,Kiyawa,Faki,"Ashirfa Nomadic Primary School, Ashifa"
2021/2022,North West,Jigawa,Kiyawa,Faki,"Balago Primary School, Balago"
2021/2022,North West,Jigawa,Kiyawa,Faki,"Dungu Primary School, Dungu"
2021/2022,North West,Jigawa,Kiyawa,Faki,Gidan Tsika Primary School
2021/2022,North West,Jigawa,Kiyawa,Faki,"Gurum B/Gari Primary School, Gurunayan Gari"
2021/2022,North West,Jigawa,Kiyawa,Faki,"Kafin Baka Nomadic Primary School,"
2021/2022,North West,Jigawa,Kiyawa,Faki,"Kunkurawa Primary School, Kunkurawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,"Rura Nomadic Primary School, Rura."
2021/2022,North West,Jigawa,Kiyawa,Faki,Tsotsawa Primary School
2021/2022,North West,Jigawa,Kiyawa,Faki,"Yalwan Fiya Primary School, Yalwan Fiya"
2021/2022,North West,Jigawa,Kiyawa,Faki,"Ajawa Primary School, Ajawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,"Kunkurawa Primary School, Kunkurawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,"Rura Nomadic Primary School, Rura."
2022/2023,North West,Jigawa,Kiyawa,Faki,Tsotsawa Primary School
2022/2023,North West,Jigawa,Kiyawa,Faki,"Yalwan Fiya Primary School, Yalwan Fiya"
2022/2023,North West,Jigawa,Kiyawa,Faki,"Ajawa Primary School, Ajawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,"Ashirfa Nomadic Primary School, Ashifa"
2022/2023,North West,Jigawa,Kiyawa,Faki,"Balago Primary School, Balago"
2022/2023,North West,Jigawa,Kiyawa,Faki,"Dungu Primary School, Dungu"
2022/2023,North West,Jigawa,Kiyawa,Faki,Gidan Tsika Primary School
2022/2023,North West,Jigawa,Kiyawa,Faki,"Gurum B/Gari Primary School, Gurunayan Gari"
2022/2023,North West,Jigawa,Kiyawa,Faki,"Kafin Baka Nomadic Primary School,"
2023/2024,North West,Jigawa,Kiyawa,Faki,"Balago Primary School, Balago"
2023/2024,North West,Jigawa,Kiyawa,Faki,"Dungu Primary School, Dungu"
2023/2024,North West,Jigawa,Kiyawa,Faki,Gidan Tsika Primary School
2023/2024,North West,Jigawa,Kiyawa,Faki,"Gurum B/Gari Primary School, Gurunayan Gari"
2023/2024,North West,Jigawa,Kiyawa,Faki,"Kafin Baka Nomadic Primary School,"
2023/2024,North West,Jigawa,Kiyawa,Faki,"Kunkurawa Primary School, Kunkurawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,"Rura Nomadic Primary School, Rura."
2023/2024,North West,Jigawa,Kiyawa,Faki,Tsotsawa Primary School
2023/2024,North West,Jigawa,Kiyawa,Faki,"Yalwan Fiya Primary School, Yalwan Fiya"
2023/2024,North West,Jigawa,Kiyawa,Faki,"Ajawa Primary School, Ajawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,"Ashirfa Nomadic Primary School, Ashifa"
2024/2025,North West,Jigawa,Kiyawa,Faki,"Rura Nomadic Primary School, Rura."
2024/2025,North West,Jigawa,Kiyawa,Faki,Tsotsawa Primary School
2024/2025,North West,Jigawa,Kiyawa,Faki,"Yalwan Fiya Primary School, Yalwan Fiya"
2024/2025,North West,Jigawa,Kiyawa,Faki,"Ajawa Primary School, Ajawa"
2024/2025,North West,Jigawa,Kiyawa,Faki,"Ashirfa Nomadic Primary School, Ashifa"
2024/2025,North West,Jigawa,Kiyawa,Faki,"Balago Primary School, Balago"
2024/2025,North West,Jigawa,Kiyawa,Faki,"Dungu Primary School, Dungu"
2024/2025,North West,Jigawa,Kiyawa,Faki,Gidan Tsika Primary School
2024/2025,North West,Jigawa,Kiyawa,Faki,"Gurum B/Gari Primary School, Gurunayan Gari"
2024/2025,North West,Jigawa,Kiyawa,Faki,"Kafin Baka Nomadic Primary School,"
2024/2025,North West,Jigawa,Kiyawa,Faki,"Kunkurawa Primary School, Kunkurawa"
2019/2020,North West,Jigawa,Kiyawa,Faki,"Junior Secondary School, Chiromawa"
2020/2021,North West,Jigawa,Kiyawa,Faki,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,"Junior Secondary School, Chiromawa"
2024/2025,North West,Jigawa,Kiyawa,Faki,"Junior Secondary School, Chiromawa"
2019/2020,North West,Jigawa,Maigatari,Madana,"Bulama Kauje Nomadic Primary School, Fulanin Talbari"
2019/2020,North West,Jigawa,Maigatari,Madana,"Daudari Primary School, Daudari"
2019/2020,North West,Jigawa,Maigatari,Madana,"Garin Ladan Primary School, Garin Ladan"
2019/2020,North West,Jigawa,Maigatari,Madana,"Hana Kango Primary School, Hanakango"
2019/2020,North West,Jigawa,Maigatari,Madana,"Kogon Giwa Primary School, Kogon Giwa"
2019/2020,North West,Jigawa,Maigatari,Madana,Koldade Nomadic Primary School
2019/2020,North West,Jigawa,Maigatari,Madana,"Madana Primary School, Madana"
2019/2020,North West,Jigawa,Maigatari,Madana,"Maiduna Nomadic Primary School, Maiduna Fulani"
2019/2020,North West,Jigawa,Maigatari,Madana,"Tsalle Primary School, Tsalle"
2020/2021,North West,Jigawa,Maigatari,Madana,"Bulama Kauje Nomadic Primary School, Fulanin Talbari"
2020/2021,North West,Jigawa,Maigatari,Madana,"Daudari Primary School, Daudari"
2020/2021,North West,Jigawa,Maigatari,Madana,"Garin Ladan Primary School, Garin Ladan"
2020/2021,North West,Jigawa,Maigatari,Madana,"Hana Kango Primary School, Hanakango"
2020/2021,North West,Jigawa,Maigatari,Madana,"Kogon Giwa Primary School, Kogon Giwa"
2020/2021,North West,Jigawa,Maigatari,Madana,Koldade Nomadic Primary School
2020/2021,North West,Jigawa,Maigatari,Madana,"Madana Primary School, Madana"
2020/2021,North West,Jigawa,Maigatari,Madana,"Maiduna Nomadic Primary School, Maiduna Fulani"
2020/2021,North West,Jigawa,Maigatari,Madana,"Tsalle Primary School, Tsalle"
2021/2022,North West,Jigawa,Maigatari,Madana,"Bulama Kauje Nomadic Primary School, Fulanin Talbari"
2021/2022,North West,Jigawa,Maigatari,Madana,"Daudari Primary School, Daudari"
2021/2022,North West,Jigawa,Maigatari,Madana,"Garin Ladan Primary School, Garin Ladan"
2021/2022,North West,Jigawa,Maigatari,Madana,"Hana Kango Primary School, Hanakango"
2021/2022,North West,Jigawa,Maigatari,Madana,"Kogon Giwa Primary School, Kogon Giwa"
2021/2022,North West,Jigawa,Maigatari,Madana,Koldade Nomadic Primary School
2021/2022,North West,Jigawa,Maigatari,Madana,"Madana Primary School, Madana"
2021/2022,North West,Jigawa,Maigatari,Madana,"Maiduna Nomadic Primary School, Maiduna Fulani"
2021/2022,North West,Jigawa,Maigatari,Madana,"Tsalle Primary School, Tsalle"
2022/2023,North West,Jigawa,Maigatari,Madana,"Bulama Kauje Nomadic Primary School, Fulanin Talbari"
2022/2023,North West,Jigawa,Maigatari,Madana,"Daudari Primary School, Daudari"
2022/2023,North West,Jigawa,Maigatari,Madana,"Garin Ladan Primary School, Garin Ladan"
2022/2023,North West,Jigawa,Maigatari,Madana,"Hana Kango Primary School, Hanakango"
2022/2023,North West,Jigawa,Maigatari,Madana,"Kogon Giwa Primary School, Kogon Giwa"
2022/2023,North West,Jigawa,Maigatari,Madana,Koldade Nomadic Primary School
2022/2023,North West,Jigawa,Maigatari,Madana,"Madana Primary School, Madana"
2022/2023,North West,Jigawa,Maigatari,Madana,"Maiduna Nomadic Primary School, Maiduna Fulani"
2022/2023,North West,Jigawa,Maigatari,Madana,"Tsalle Primary School, Tsalle"
2023/2024,North West,Jigawa,Maigatari,Madana,"Bulama Kauje Nomadic Primary School, Fulanin Talbari"
2023/2024,North West,Jigawa,Maigatari,Madana,"Daudari Primary School, Daudari"
2023/2024,North West,Jigawa,Maigatari,Madana,"Garin Ladan Primary School, Garin Ladan"
2023/2024,North West,Jigawa,Maigatari,Madana,"Hana Kango Primary School, Hanakango"
2023/2024,North West,Jigawa,Maigatari,Madana,"Kogon Giwa Primary School, Kogon Giwa"
2023/2024,North West,Jigawa,Maigatari,Madana,Koldade Nomadic Primary School
2023/2024,North West,Jigawa,Maigatari,Madana,"Madana Primary School, Madana"
2023/2024,North West,Jigawa,Maigatari,Madana,"Maiduna Nomadic Primary School, Maiduna Fulani"
2023/2024,North West,Jigawa,Maigatari,Madana,"Tsalle Primary School, Tsalle"
2024/2025,North West,Jigawa,Maigatari,Madana,"Bulama Kauje Nomadic Primary School, Fulanin Talbari"
2024/2025,North West,Jigawa,Maigatari,Madana,"Daudari Primary School, Daudari"
2024/2025,North West,Jigawa,Maigatari,Madana,"Garin Ladan Primary School, Garin Ladan"
2024/2025,North West,Jigawa,Maigatari,Madana,"Hana Kango Primary School, Hanakango"
2024/2025,North West,Jigawa,Maigatari,Madana,"Kogon Giwa Primary School, Kogon Giwa"
2024/2025,North West,Jigawa,Maigatari,Madana,Koldade Nomadic Primary School
2024/2025,North West,Jigawa,Maigatari,Madana,"Madana Primary School, Madana"
2024/2025,North West,Jigawa,Maigatari,Madana,"Maiduna Nomadic Primary School, Maiduna Fulani"
2024/2025,North West,Jigawa,Maigatari,Madana,"Tsalle Primary School, Tsalle"
2019/2020,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Madana"
2019/2020,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Matsasttsagi"
2020/2021,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Madana"
2020/2021,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Matsasttsagi"
2021/2022,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Madana"
2021/2022,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Matsasttsagi"
2022/2023,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Madana"
2022/2023,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Matsasttsagi"
2023/2024,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Madana"
2023/2024,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Matsasttsagi"
2024/2025,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Madana"
2024/2025,North West,Jigawa,Maigatari,Madana,"Junior Secondary School, Matsasttsagi"
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,"Alhajeri Nomadic Primary School, Alhajeri"
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,"Chanchanda Primary School, Chanchanda"
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,Daniski Primary School
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,"Jamaare Islamiya Primary School, Jamaare Quarters"
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,Kashin Dila Primary School
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,Makaddari Islamiyya Primary School
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,"Nassarawa Primary School, Nasarawa"
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,Prison Service Primary School
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,Tsiburowa Nomadic Primary School
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,"Alhajeri Nomadic Primary School, Alhajeri"
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,"Chanchanda Primary School, Chanchanda"
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,Daniski Primary School
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,"Jamaare Islamiya Primary School, Jamaare Quarters"
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,Kashin Dila Primary School
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,Makaddari Islamiyya Primary School
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,"Nassarawa Primary School, Nasarawa"
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,Prison Service Primary School
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,Tsiburowa Nomadic Primary School
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,"Alhajeri Nomadic Primary School, Alhajeri"
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,"Chanchanda Primary School, Chanchanda"
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,Daniski Primary School
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,"Jamaare Islamiya Primary School, Jamaare Quarters"
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,Kashin Dila Primary School
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,Makaddari Islamiyya Primary School
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,"Nassarawa Primary School, Nasarawa"
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,Prison Service Primary School
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,Tsiburowa Nomadic Primary School
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,"Alhajeri Nomadic Primary School, Alhajeri"
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,"Chanchanda Primary School, Chanchanda"
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,Daniski Primary School
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,"Jamaare Islamiya Primary School, Jamaare Quarters"
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,Kashin Dila Primary School
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,Makaddari Islamiyya Primary School
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,"Nassarawa Primary School, Nasarawa"
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,Prison Service Primary School
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,Tsiburowa Nomadic Primary School
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,"Alhajeri Nomadic Primary School, Alhajeri"
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,"Chanchanda Primary School, Chanchanda"
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,Daniski Primary School
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,"Jamaare Islamiya Primary School, Jamaare Quarters"
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,Kashin Dila Primary School
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,Makaddari Islamiyya Primary School
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,"Nassarawa Primary School, Nasarawa"
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,Prison Service Primary School
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,Tsiburowa Nomadic Primary School
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,"Alhajeri Nomadic Primary School, Alhajeri"
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,"Chanchanda Primary School, Chanchanda"
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,Daniski Primary School
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,"Jamaare Islamiya Primary School, Jamaare Quarters"
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,Kashin Dila Primary School
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,Makaddari Islamiyya Primary School
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,"Nassarawa Primary School, Nasarawa"
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,Prison Service Primary School
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,Tsiburowa Nomadic Primary School
2019/2020,North West,Jigawa,Malam-Madori,Tonikutara,"Junior Secondary School, Makaddari"
2020/2021,North West,Jigawa,Malam-Madori,Tonikutara,"Junior Secondary School, Makaddari"
2021/2022,North West,Jigawa,Malam-Madori,Tonikutara,"Junior Secondary School, Makaddari"
2022/2023,North West,Jigawa,Malam-Madori,Tonikutara,"Junior Secondary School, Makaddari"
2023/2024,North West,Jigawa,Malam-Madori,Tonikutara,"Junior Secondary School, Makaddari"
2024/2025,North West,Jigawa,Malam-Madori,Tonikutara,"Junior Secondary School, Makaddari"
2019/2020,North West,Jigawa,Ringim,Kyarama,Aljawahir Standard Academy Gidan Lage
2019/2020,North West,Jigawa,Ringim,Kyarama,"Dandi Primary School, Dandi"
2019/2020,North West,Jigawa,Ringim,Kyarama,"Facawa Primary School, Facawa"
2019/2020,North West,Jigawa,Ringim,Kyarama,Gasakole Islamiyya Primary School
2019/2020,North West,Jigawa,Ringim,Kyarama,"Gujaba Primary School, Gujaba"
2019/2020,North West,Jigawa,Ringim,Kyarama,"Kulawa Primary School, Kulawa"
2019/2020,North West,Jigawa,Ringim,Kyarama,Kyarama Islamiyya Primary School
2019/2020,North West,Jigawa,Ringim,Kyarama,"Kyarama Primary School, Kyarama"
2019/2020,North West,Jigawa,Ringim,Kyarama,Malam  Musa  Tsangaya  Kyarama
2019/2020,North West,Jigawa,Ringim,Kyarama,"Shangel Primary School, Shangel"
2019/2020,North West,Jigawa,Ringim,Kyarama,"Zangon Kanya General Islamiyyaprimary School, Zangonkanya"
2020/2021,North West,Jigawa,Ringim,Kyarama,Kyarama Islamiyya Primary School
2020/2021,North West,Jigawa,Ringim,Kyarama,"Kyarama Primary School, Kyarama"
2020/2021,North West,Jigawa,Ringim,Kyarama,Malam  Musa  Tsangaya  Kyarama
2020/2021,North West,Jigawa,Ringim,Kyarama,"Shangel Primary School, Shangel"
2020/2021,North West,Jigawa,Ringim,Kyarama,"Zangon Kanya General Islamiyyaprimary School, Zangonkanya"
2020/2021,North West,Jigawa,Ringim,Kyarama,Aljawahir Standard Academy Gidan Lage
2020/2021,North West,Jigawa,Ringim,Kyarama,"Dandi Primary School, Dandi"
2020/2021,North West,Jigawa,Ringim,Kyarama,"Facawa Primary School, Facawa"
2020/2021,North West,Jigawa,Ringim,Kyarama,Gasakole Islamiyya Primary School
2020/2021,North West,Jigawa,Ringim,Kyarama,"Gujaba Primary School, Gujaba"
2020/2021,North West,Jigawa,Ringim,Kyarama,"Kulawa Primary School, Kulawa"
2021/2022,North West,Jigawa,Ringim,Kyarama,"Dandi Primary School, Dandi"
2021/2022,North West,Jigawa,Ringim,Kyarama,"Facawa Primary School, Facawa"
2021/2022,North West,Jigawa,Ringim,Kyarama,Gasakole Islamiyya Primary School
2021/2022,North West,Jigawa,Ringim,Kyarama,"Gujaba Primary School, Gujaba"
2021/2022,North West,Jigawa,Ringim,Kyarama,"Kulawa Primary School, Kulawa"
2021/2022,North West,Jigawa,Ringim,Kyarama,Kyarama Islamiyya Primary School
2021/2022,North West,Jigawa,Ringim,Kyarama,"Kyarama Primary School, Kyarama"
2021/2022,North West,Jigawa,Ringim,Kyarama,Malam  Musa  Tsangaya  Kyarama
2021/2022,North West,Jigawa,Ringim,Kyarama,"Shangel Primary School, Shangel"
2021/2022,North West,Jigawa,Ringim,Kyarama,"Zangon Kanya General Islamiyyaprimary School, Zangonkanya"
2021/2022,North West,Jigawa,Ringim,Kyarama,Aljawahir Standard Academy Gidan Lage
2022/2023,North West,Jigawa,Ringim,Kyarama,"Kyarama Primary School, Kyarama"
2022/2023,North West,Jigawa,Ringim,Kyarama,Malam  Musa  Tsangaya  Kyarama
2022/2023,North West,Jigawa,Ringim,Kyarama,"Shangel Primary School, Shangel"
2022/2023,North West,Jigawa,Ringim,Kyarama,"Zangon Kanya General Islamiyyaprimary School, Zangonkanya"
2022/2023,North West,Jigawa,Ringim,Kyarama,Aljawahir Standard Academy Gidan Lage
2022/2023,North West,Jigawa,Ringim,Kyarama,"Dandi Primary School, Dandi"
2022/2023,North West,Jigawa,Ringim,Kyarama,"Facawa Primary School, Facawa"
2022/2023,North West,Jigawa,Ringim,Kyarama,Gasakole Islamiyya Primary School
2022/2023,North West,Jigawa,Ringim,Kyarama,"Gujaba Primary School, Gujaba"
2022/2023,North West,Jigawa,Ringim,Kyarama,"Kulawa Primary School, Kulawa"
2022/2023,North West,Jigawa,Ringim,Kyarama,Kyarama Islamiyya Primary School
2023/2024,North West,Jigawa,Ringim,Kyarama,"Facawa Primary School, Facawa"
2023/2024,North West,Jigawa,Ringim,Kyarama,Gasakole Islamiyya Primary School
2023/2024,North West,Jigawa,Ringim,Kyarama,"Gujaba Primary School, Gujaba"
2023/2024,North West,Jigawa,Ringim,Kyarama,"Kulawa Primary School, Kulawa"
2023/2024,North West,Jigawa,Ringim,Kyarama,Kyarama Islamiyya Primary School
2023/2024,North West,Jigawa,Ringim,Kyarama,"Kyarama Primary School, Kyarama"
2023/2024,North West,Jigawa,Ringim,Kyarama,Malam  Musa  Tsangaya  Kyarama
