session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Computing / ICT,Software Engineering,89,75
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Computing / ICT,Software Engineering,7,7
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Computing / ICT,Software Engineering,91,81
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Computing / ICT,Software Engineering,6,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,79,69
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Mathematics / Statistics,Data Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,74,73
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Mathematics / Statistics,Data Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,67,59
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Mathematics / Statistics,Data Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,64,63
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Mathematics / Statistics,Data Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,68,59
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Technology / ICT,Information Technology,6,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,68,68
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Technology / ICT,Information Technology,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,54,56
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,53,48
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,73,70
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Engineering,Mechanical Engineering,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,68,65
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Engineering,Mechanical Engineering,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Engineering,Civil Engineering,52,51
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Engineering,Civil Engineering,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Engineering,Civil Engineering,51,50
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Engineering,Civil Engineering,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Engineering,Civil Engineering,65,60
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Engineering,Civil Engineering,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Engineering,Civil Engineering,58,52
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Engineering,Civil Engineering,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,82,86
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,81,71
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,73,77
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Computing / ICT,Computer Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,70,61
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Computing / ICT,Computer Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,66,59
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Computing / ICT,Computer Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,63,64
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Computing / ICT,Computer Science,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,74,62
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Mathematics / Statistics,Data Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,72,64
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Mathematics / Statistics,Data Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,54,50
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Technology / ICT,Information Technology,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,52,43
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Technology / ICT,Information Technology,6,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,87,81
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Mathematics / Statistics,Data Science,7,7
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,81,76
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Mathematics / Statistics,Data Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,61,50
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,6,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,58,47
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,48,40
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,50,50
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,76,73
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,72,75
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,65,53
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Health Sciences,Medical Laboratory Science,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,63,57
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Health Sciences,Medical Laboratory Science,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,68,67
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,63,52
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,ART,Theatre Arts,75,67
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,ART,Theatre Arts,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,ART,Theatre Arts,77,67
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,ART,Theatre Arts,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,ART,Philosophy,71,71
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,ART,Philosophy,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,ART,Philosophy,64,57
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,ART,Philosophy,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts,66,57
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,ART,Fine and Applied Arts,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts,66,60
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,ART,Fine and Applied Arts,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,ART,History and International Studies,63,59
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,ART,History and International Studies,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,ART,History and International Studies,58,50
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,ART,History and International Studies,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations,72,75
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,Social Sciences,International Relations,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations,71,73
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,Social Sciences,International Relations,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,Social Sciences,Economics,51,52
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,Social Sciences,Economics,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,Social Sciences,Economics,50,51
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,Social Sciences,Economics,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,Social Sciences,Geography,72,70
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,Social Sciences,Geography,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,Social Sciences,Geography,66,59
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,Social Sciences,Geography,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology,68,65
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,Social Sciences,Sociology,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology,65,58
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,Social Sciences,Sociology,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,63,55
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,Social Sciences,Public Administration,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,63,68
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,Social Sciences,Public Administration,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,ART,Law,84,86
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,ART,Law,7,5
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,ART,Law,82,69
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Disabled,Non-STEMM,ART,Law,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Non-Disabled,Non-STEMM,Social Sciences,Marketing,81,67
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Male,Disabled,Non-STEMM,Social Sciences,Marketing,7,6
2020/2021,North East,Gombe,Gombe,University,Gombe State University,Female,Non-Disabled,Non-STEMM,Social Sciences,Marketing,79,83
