session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Technology / ICT,Information Technology,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Civil Engineering,9,7,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Engineering,Civil Engineering,1,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Civil Engineering,10,8,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Engineering,Civil Engineering,1,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Petroleum Engineering,14,12,10
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Engineering,Petroleum Engineering,1,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Petroleum Engineering,12,10,9
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Engineering,Petroleum Engineering,1,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Chemical Engineering,12,10,9
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Engineering,Chemical Engineering,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Chemical Engineering,13,10,10
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Engineering,Chemical Engineering,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,11,9,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Engineering,Mechanical Engineering,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,12,10,8
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Engineering,Mechanical Engineering,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Mathematics / Statistics,Mathematics,9,7,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Mathematics / Statistics,Mathematics,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Mathematics / Statistics,Mathematics,10,8,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Mathematics / Statistics,Mathematics,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,17,15,13
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Mathematics / Statistics,Operations Research,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,14,12,10
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Mathematics / Statistics,Operations Research,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Mathematics / Statistics,Statistics,9,8,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Mathematics / Statistics,Statistics,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Mathematics / Statistics,Statistics,9,7,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Mathematics / Statistics,Statistics,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,16,12,11
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Business / Administration / Law,Marketing,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,16,12,11
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Business / Administration / Law,Marketing,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting,14,11,10
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Accounting,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting,10,8,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Accounting,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Business / Administration / Law,Insurance,21,18,17
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Business / Administration / Law,Insurance,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Business / Administration / Law,Insurance,16,13,12
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Business / Administration / Law,Insurance,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,14,12,11
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Public Administration,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,14,12,10
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Public Administration,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,11,10,8
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,8,7,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,8,7,6
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Mass Communication,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,8,7,6
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Mass Communication,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Communication / Media,Broadcasting,10,8,7
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Communication / Media,Broadcasting,2,1,1
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Communication / Media,Broadcasting,10,8,8
2023/2024,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Communication / Media,Broadcasting,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Science,Physics,10,9,8
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Science,Physics,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Science,Physics,11,10,9
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Science,Physics,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Biological Sciences,Biochemistry,15,12,12
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Biological Sciences,Biochemistry,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Biological Sciences,Biochemistry,13,11,9
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Biological Sciences,Biochemistry,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Science,Geology,16,12,11
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Science,Geology,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Science,Geology,19,15,15
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Science,Geology,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Physical Sciences,Microbiology,15,13,12
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Physical Sciences,Microbiology,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Physical Sciences,Microbiology,15,13,11
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Physical Sciences,Microbiology,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Science,Chemistry,12,9,8
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Science,Chemistry,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Science,Chemistry,13,9,9
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Science,Chemistry,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,12,10,10
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Computing / ICT,Computer Science,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,13,11,10
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Computing / ICT,Computer Science,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Technology / ICT,Information Systems,20,15,15
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Technology / ICT,Information Systems,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Technology / ICT,Information Systems,19,15,13
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Technology / ICT,Information Systems,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,12,10,9
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Technology / ICT,Information Technology,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,14,11,11
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Technology / ICT,Information Technology,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Civil Engineering,13,11,10
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Engineering,Civil Engineering,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Civil Engineering,11,9,8
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Engineering,Civil Engineering,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Petroleum Engineering,21,18,16
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Engineering,Petroleum Engineering,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Petroleum Engineering,17,15,13
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Engineering,Petroleum Engineering,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Chemical Engineering,16,13,11
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Engineering,Chemical Engineering,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Chemical Engineering,15,12,12
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Engineering,Chemical Engineering,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,11,9,9
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Engineering,Mechanical Engineering,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,9,8,7
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Engineering,Mechanical Engineering,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Mathematics / Statistics,Mathematics,11,9,9
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Mathematics / Statistics,Mathematics,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Mathematics / Statistics,Mathematics,10,8,7
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Mathematics / Statistics,Mathematics,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,19,16,15
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Mathematics / Statistics,Operations Research,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,16,13,12
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Mathematics / Statistics,Operations Research,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,STEMM,Mathematics / Statistics,Statistics,16,12,11
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,STEMM,Mathematics / Statistics,Statistics,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,STEMM,Mathematics / Statistics,Statistics,18,15,14
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,STEMM,Mathematics / Statistics,Statistics,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,23,17,16
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Business / Administration / Law,Marketing,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,22,16,14
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Business / Administration / Law,Marketing,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting,13,10,9
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Accounting,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting,13,10,9
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Accounting,2,1,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Business / Administration / Law,Insurance,22,17,15
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Business / Administration / Law,Insurance,2,2,1
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Non-Disabled,Non-STEMM,Business / Administration / Law,Insurance,22,17,16
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Female,Disabled,Non-STEMM,Business / Administration / Law,Insurance,2,2,2
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,18,14,12
2024/2025,North East,Taraba,Wukari,Polytechnic,Taraba State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Public Administration,2,1,1
