session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2021/2022,South South,Bayelsa,Nembe,Bassambiri II,Female,Disabled,Private,SSS,SSS2,5,3,1,1,62.9,,0,"Government Secondary School, Bassambiri II | Community Secondary School, Bassambiri II | Unity College, Nembe | Comprehensive High School, Bassambiri II"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,20,4,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,823,4,27,21,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,19,4,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,733,4,24,18,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,49,9,2,2,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1696,9,56,43,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,48,9,2,2,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1657,9,55,42,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,19,5,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,745,5,25,19,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,17,5,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,663,5,22,17,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,44,10,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1533,10,51,39,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,43,10,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1498,10,50,38,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,SSS,SSS1,5,2,1,1,64.7,SSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,SSS,SSS1,265,2,8,6,64.7,SSS1,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,SSS,SSS1,5,2,1,1,64.7,SSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,SSS,SSS1,266,2,8,6,64.7,SSS1,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,SSS,SSS1,10,5,1,1,64.7,SSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,SSS,SSS1,596,5,18,14,64.7,SSS1,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,SSS,SSS1,11,5,1,1,64.7,SSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,SSS,SSS1,576,5,18,14,64.7,SSS1,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,SSS,SSS2,4,2,1,1,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,SSS,SSS2,212,2,7,5,64.7,,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,SSS,SSS2,4,2,1,1,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,SSS,SSS2,213,2,7,5,64.7,,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,SSS,SSS2,9,5,1,1,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,SSS,SSS2,479,5,15,11,64.7,,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,SSS,SSS2,9,5,1,1,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,SSS,SSS2,464,5,14,11,64.7,,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,SSS,SSS3,2,2,1,1,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,SSS,SSS3,165,2,5,4,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,SSS,SSS3,2,2,1,1,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,SSS,SSS3,167,2,5,4,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,SSS,SSS3,7,5,1,1,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,SSS,SSS3,373,5,11,8,64.7,,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,SSS,SSS3,5,5,1,1,64.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,SSS,SSS3,361,5,11,8,64.7,,1,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Vocational,Vocational Year 1,0,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Vocational,Vocational Year 1,11,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Vocational,Vocational Year 1,1,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Vocational,Vocational Year 1,31,1,2,2,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Vocational,Vocational Year 1,0,2,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Vocational,Vocational Year 1,14,2,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Vocational,Vocational Year 1,1,2,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Vocational,Vocational Year 1,39,2,2,2,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Vocational,Vocational Year 2,0,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Vocational,Vocational Year 2,9,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Vocational,Vocational Year 2,1,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Vocational,Vocational Year 2,26,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Vocational,Vocational Year 2,0,2,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Vocational,Vocational Year 2,12,2,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Vocational,Vocational Year 2,1,2,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Vocational,Vocational Year 2,33,2,2,2,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Vocational,Vocational Year 3,0,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Vocational,Vocational Year 3,7,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Vocational,Vocational Year 3,1,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Vocational,Vocational Year 3,19,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Vocational,Vocational Year 3,0,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Vocational,Vocational Year 3,9,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Vocational,Vocational Year 3,1,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Vocational,Vocational Year 3,24,1,1,1,61.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Dadin Kowa,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,3,1,1,1,56.7,,0,"Government Secondary School, Dadin Kowa | Community Secondary School, Dadin Kowa | Unity College, Biu | Comprehensive High School, Dadin Kowa"
2021/2022,North East,Borno,Biu,Dadin Kowa,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,139,1,8,6,56.7,,0,"Government Secondary School, Dadin Kowa | Community Secondary School, Dadin Kowa | Unity College, Biu | Comprehensive High School, Dadin Kowa"
2021/2022,North East,Borno,Biu,Dadin Kowa,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,4,1,1,1,56.7,,0,"Government Secondary School, Dadin Kowa | Community Secondary School, Dadin Kowa | Unity College, Biu | Comprehensive High School, Dadin Kowa"
2021/2022,North East,Borno,Biu,Dadin Kowa,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,204,1,11,8,56.7,,0,"Government Secondary School, Dadin Kowa | Community Secondary School, Dadin Kowa | Unity College, Biu | Comprehensive High School, Dadin Kowa"
2021/2022,North East,Borno,Biu,Dadin Kowa,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,5,3,1,1,56.7,,0,"Government Secondary School, Dadin Kowa | Community Secondary School, Dadin Kowa | Unity College, Biu | Comprehensive High School, Dadin Kowa"
2021/2022,North East,Borno,Biu,Dadin Kowa,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,273,3,15,11,56.7,,0,"Government Secondary School, Dadin Kowa | Community Secondary School, Dadin Kowa | Unity College, Biu | Comprehensive High School, Dadin Kowa"
2021/2022,North East,Borno,Biu,Dadin Kowa,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,7,3,1,1,56.7,,0,"Government Secondary School, Dadin Kowa | Community Secondary School, Dadin Kowa | Unity College, Biu | Comprehensive High School, Dadin Kowa"
