session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2024/2025,South West,Ekiti,Efon,Efon II,Female,Disabled,Public,JSS,JSS3,13,7,1,1,56.2,,0,"Government Secondary School, Efon II | Community Secondary School, Efon II | Unity College, Efon | Comprehensive High School, Efon II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,76,1,3,2,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,1,2,1,1,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,117,2,5,3,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,3,2,1,1,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,162,2,6,4,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,35,1,1,1,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,42,1,2,1,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,2,1,1,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,65,2,3,2,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,1,2,1,1,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,88,2,3,2,54.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Private,JSS,JSS1,5,1,1,1,60.1,JSS1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Private,JSS,JSS1,226,1,5,3,60.1,JSS1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Private,JSS,JSS1,4,1,1,1,60.1,JSS1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Private,JSS,JSS1,194,1,4,3,60.1,JSS1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Public,JSS,JSS1,22,7,1,1,60.1,JSS1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Public,JSS,JSS1,1018,7,21,13,60.1,JSS1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Public,JSS,JSS1,21,7,1,1,60.1,JSS1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Public,JSS,JSS1,933,7,19,12,60.1,JSS1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Private,JSS,JSS2,5,2,1,1,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Private,JSS,JSS2,186,2,4,3,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Private,JSS,JSS2,4,2,1,1,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Private,JSS,JSS2,160,2,3,2,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Public,JSS,JSS2,18,8,1,1,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Public,JSS,JSS2,836,8,17,11,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Public,JSS,JSS2,16,8,1,1,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Public,JSS,JSS2,765,8,16,10,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Private,JSS,JSS3,2,1,1,1,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Private,JSS,JSS3,148,1,3,2,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Private,JSS,JSS3,2,1,1,1,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Private,JSS,JSS3,128,1,3,2,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Public,JSS,JSS3,13,7,1,1,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Public,JSS,JSS3,665,7,14,9,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Public,JSS,JSS3,12,7,1,1,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Public,JSS,JSS3,609,7,13,8,60.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,26,4,1,1,58.1,Primary 1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,879,4,21,13,58.1,Primary 1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,26,4,1,1,58.1,Primary 1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,882,4,21,13,58.1,Primary 1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,101,13,2,1,58.1,Primary 1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2762,13,66,42,58.1,Primary 1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,106,13,3,2,58.1,Primary 1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2890,13,69,44,58.1,Primary 1,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,23,4,1,1,58.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,782,4,19,12,58.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,23,4,1,1,58.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,783,4,19,12,58.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,89,13,2,1,58.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2455,13,58,37,58.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,94,13,2,1,58.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
2024/2025,North Central,Kwara,Ilorin East,Balogun Gambari II,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2566,13,61,39,58.1,,0,"Government Secondary School, Balogun Gambari II | Community Secondary School, Balogun Gambari II | Unity College, Ilorin East | Comprehensive High School, Balogun Gambari II"
