school
Nurul Huda Islamiyya Yayarin Tukur
Sabilurrashad Litahfizul Quran Primary School Yayarin Tukur
Usman Bin Affan Litahafizul Quran Yayari
"Y/Chakauri Primary School, Yayarin Chikauri"
"Y/Tukur Special Primary School, Yayarin Tukur"
Yayari Gabas Primary School
"Abaya Primary School, Abaya"
Afrah Innovative Nursery And Primary School
"Bakwato Primary School, Bakwato"
Binta Umar Memorial
Binta Umar Memorial School Private
Burtulan Academy Nur School
"Comprehensive Science Academy, Fagoji- Kasarau"
"Dogon Jeji Nomadic Primary School, Dogon Jeji"
"Dutse Pilot Primary School, Garu"
"Galadanchi Special Primary School, Galadanchi"
Gidan Mai Dawa Primary School
Golden Light School Dutse
"Gyabiya Primary School, Gyabiya"
"Jaudi Olprimary School, Jaudi"
"Junior Arabic Secondary School,  Dutse (Baure)"
"Junior Secondary School, Abaya"
"Junior Secondary School, Kuho -744"
"Majiyawar Yalwa Nomadic Primary School, Barandau"
"Sabon Garin Madora Primary School, Sabon Garin Madora"
Sarah International Jss Takur Site
"Tundun Wada Primary School, Tudunwada"
Yoruba Muslim Community School Dutse
"Zangon Buju Primary School, Zangon Buju"
Aminiya  Memorial School
Brilliantbay International School
"Chamo Central Primary School, Chamo"
"Chamo K/Yamma Primary School, Chamo"
"Dadin Kowa Nomadic Primary School, Dadin Kowa"
"Dogon Jeji Primary School, Tabobo"
Dutse Standard School (G9)
"Galamawa Primary School, Galamawa"
Golden Brown Junior School
"Government Day Junior Secondary School, Galamawa"
Government Junior Day Arabic Secondary School Chamo
"Hammadawa Primary School, Hammadawa"
"Jidawa Central Primary School, Jidawa Town"
"Junior Arabic Secondary School, Kwaimawa"
"Junior Secondary School, Chamo"
"Junior Secondary School, Ruru"
"Kuho 744 Mopol Base Primary School, Kuho 744 Mopole Base"
Saleem Group Of Schools
"Tilori Primary School, Tilori"
Umar Garba Memorial
"Wangara Primary School, Wangar"
"Zangon Fado Primary School, Zangon Fado"
Al-Niima Academy
Baptist Academy Dutse
"Birgimawa Nomadic Primary School, Birgimawa"
Christ The Redeemer Nursery And Primary School
Comrehensive Science Academy Fagoji-Kasarau
"Dagwaje Primary School, Dagwaje"
"Doshe Nomadic Primary School, Doshe"
"Dundubus Central Primary School, Dundubus"
El-Shaddai Ultra Modern Collage
Gandun Sarki Primary School
"Government Day Junior Secondary School, Garu"
"Hammayayi Primary School, Hammayayi"
"Junior Arabic Secondary School, Takur Site"
"Junior Secondary School, Dundubus"
"Junior Secondary School, Sabon Garin Dan Masara"
"Jutai Primary School, Dagwaje"
Kundin Barebari Primary School
Larabawan Takur Nursery And Primary School
"Mangada Primary School, Mangada"
Salama Comprehensive College Dutse
Sarah International Nursey And Primary School
"Wangarawa Nomadic Primary School, Wangarawa"
"Zobiya Primary School, Zobiya"
Bakin Jeji Primary School
"Buju C/Gari Primary School, Buju"
"Dantauya Primary School, Dantauya"
De King And Queen Talented
"Dr. Nuhu Muhammad Sanusi Special Primary School, Dutse"
"Duru Central Primary School, Duru"
"Dutse International Science College, Dutse"
"Dutsen Duru Primary School, Duru"
"Elpis International School,Dutse"
"Gidan Dugus Primary School, Gidan Dugus"
"Government Day Junior Secondary School, Hammayayi"
"Hausawa Primary School, Hausawa"
Junior Arabic Secondary Schooldr. Nuhu Muhammadu Sunusi
Junior Secondary School Duru
"Junior Secondary School, Wangara"
"Kacha Primary School, Kacha"
Kishingawa Nursery And Primary School
"Kullin Kota Nomadic Primary School, Kullin Kota"
"Kunkuru Nomadic Primary School, Kunkuru"
Mariamoh Nursery And Primary School
"Sararai Primary School, Sararai Village"
Swanford Academy
Al_Tanzeel College Nur And Pry
Devine Mercy Model School
Disina Nomadic
Dutse Hybrid International
Fadimatu Acadamy Nursery And Primary
"Fasal Brains Academy Nursery And Primary School, Takur Dutse"
"Gadadin Primary School, Gadadin"
"Gidan Sarkin Aska Primary School, Gidan Sarkin Aska"
Goverment Day Junior Secondary Jigawr Habuba
"Government Day Junior Secondary School, Kargo"
Ihsan Accademy
Jigawar Sajo Nursery And Primary School
"Jigawar Tsada Primary School, Jigawar Tsada"
"Junior Secondary School, Buju"
"Junior Secondary School, Jigawar Tsada"
"Junior Secondary School, Wurma"
"Kadusawa Primary School, Kadusawa"
"Kwadage Primary School, Kwadage"
Mai Nasara Nursery And Primary School
"Mai Nasara Secondary School,  Jigawar Tsada"
Right Path Private School
"Saya-Saya Primary School, Saya Saya"
"Wurma Primary School, Wurma"
Al_Furqan Solid Foundation Academy
"Alajeri Primary School, Alajeri"
"Barandau Primary School, Barandau"
"Buju Kudu Primary School, Buju"
"Darau Primary School, Darau"
Dubeni Primary School
"Dungulmi Primary School, Dungulmi"
"Dutse Capital Junior Secondary School, Dutse"
"Fagoji Lip Primary School, Fagioji"
Gidan Tsaure Nomadic Primary School
"Government Day Junior Secondary School, Zobiya"
"Government Junior Secondary School, Kachi"
Hamza Bin Abdul Mudalib
Ihyau Sunna Academy Nursery And Primary School
Irwa Primary School
"Junior Secondary School, Chaichai"
"Junior Secondary School, Yalwan Ruru"
"Kachi Primary School, Kachi"
"Kagara Primary School, Kagara"
Kwadiya Primary School
"Rumbawa Nomadic Primary School, Rumbawa"
"Shuti Primary School, Shuti"
"Yaaziz Islamiyya Primary School, Galamawa"
Annur Nurseryand Primary
"Barangu Primary School, Barangu"
"Bukka Primary School, Bukka"
Daarus Salaam  Academy Nursery And Primary School
De-Kings And Queens Nursery And Primary School
"Dutse Capital Primary School, Dutse"
Elpis  International School
"Fanisau Primary School, Fanisau"
"Gidan Wanzamai Nomadic Primary School, Gidan Wanzamai"
"Government Junior Secondary School, Gabari"
"Ilasawa Primary School, Ilasawa Village"
"Junior Secondary School, Fagoji"
"Junior Secondary School, Karnaya"
"Junior Secondary School, Yargaba"
Al Hikmah Bright Academy  Junior Secondary School
Girls Model Boarding Junior Secondary School
Government Junior Day Secondary School
"Government Junior Secondary School, Gandun Sarki"
Junior  Secondary School Kudai Gabas
"Junior Secondary School, Galadanchi"
Kwarin Makera Jss Dutse
Al_Niima Academy
Amal Omniscient Schools Dutse
"Fadimatu Acadamy Nursery, Primary And Jss"
"Government Junior Arabic Secondary School, Limawa"
"Govt. Unity Commercial Secondary School, Dutse"
Jigawa State School For The Visually Impaired
"Junior Secondary School, Isari"
Mariamoh Academy School
Al_Tanzeel College
"Gjunior Secondary School, Zai"
Islamic Standard Comprehensive School
"Junior Secondary School, Jaudi"
"Junior Secondary School, Madobi"
"Annur Nursery, Primary And Jss"
Golden Brow Elementary
"Government Day Junior Secondary School,Sakwaya"
Jss Dogon Jeji Nomadic
"Junior Secondary School, Jidawa"
Garin Dutse Nomadic Junior Secondary School
"Junior Secondary School,   Ibrahim  Ya U"
"Junior Secondary School,  Gagarawa"
"Juniorarabic Secondary School, Gagarawa"
"Junior Arabic Secondary School,Garin Chiroma"
Junior Secondary School Kangarwa
"Junior Secondary School, Kore Balatu"
"Junior Secondary School, Madaka"
"Junior Secondary School, Sarkin Dare"
Jss Maiaduwa
Junior Secondary School Maikilili
"Junior Secondary School, Medu"
"Junior Secondary School, Yalawa"
"Junior Secondary School, Zarada"
"Junior Secondary School, Kita"
Junior Arabic School Doko
"Junior Secondary School, Doko"
"Junior Secondary School, Lautai"
"Government Girls Secondary School, Garki"
"Junior Arabic Secondary School, Garki"
"Junior Secondary School, Garki"
"Junior Secondary School, Gwarzon-Garki"
"Junior Secondary School, Sayori"
"Junior Secondary School, Sugungun"
"Government Day Junior Secondary School, Kanya Maikaho"
"Ajura Central Primary School, Ajura"
"Junior Secondary School, Kargon-Garki"
"Junior Arabic Sec  School, Maigatarin Bawan Allah"
"Junior Arabic Secondary School, Kore"
Junior Secondary School  Kore
"Junior Arabic Secondary School, Kaya"
"Junior Secondary School, Muku"
"Junior Secondary School, Fagengawo"
"Junior Secondary School, Gidan Maza"
"Junior Secondary School, Baikarya"
"Junior Secondary School, Demonstartion (Jscoe)"
"Junior Secondary School, Nasoro"
Engineer Abu Ahmed Junior Science Secondary School
Junior Secondary School Sani Isiya Dantanoma Gumel Local Government Jigawa State
Sani A I Junior Secondary Scool  Gumel
Ftr Junior Secondary School
"Junior Secondary School, Galagamma"
Talent Of Wisdom Junior Secondary School
"Jss, Second Chance Dahiru Attah Gumel Local Education Authority"
Habu Nagata Memorial  Junior Secondary School
Junior Secondary School Garin Baki
Junior Secondary School Garin Gambo
Terna Royal International Academy
"Junior Arabic Secondary School, Bariki"
Babul Ilmi Community School
"Danfarantama Primary School, Danfaranta"
Habu Nagata Nursery And Primary School
"Hammado Primary School, Hammado"
Jss Hammado Gumel L.E.A
"Junior Model Boarding Pry And Sec School, Gumel"
"Maidabara Primary School, Maidabara"
Nurul Huda Islamiyya P.S
Salma Nursery And Primary School
Tsangaya M. Yahaya Liman Mado
"Alkalawa Nomadic Primary School, Alkalawa Fulani"
Daruc Qurian Community Primary School
Duhuwa Primary School
Hajiya Taannabi Memorial Nus. Pr. Islamiyya
Junior Secondary School Dahiru Attah
Kofar Arewa Tahfizul Quran Islamiya
"Maigazari Primary School, Maigazari"
Sheik Yusuf School For Arabic And Islamic Studies
Talent Of Wisdom Nursery/Primmary
Tsangaya M.Dahiru Maidabara
"Demostration Primary School, (Jsscoe Pmb 1Oo2) Gumel"
Gwari Primary School
Hajiya Taannabi Memorial School
"Hardo Baba Nomadic Primary School, Fulanin Mele"
Junior Secondary School Ganoun Waziri Nomadic School
Kofar Yamma Community Primary School Gumel
"Maituriniya Primary School, Maituriniya"
"Tanda Model Quranic Primary School,  Islamiyyagumel"
Terna Intaernational School
Tsangaya M.Lawan Dan Ama
"Duhuwa Nomadicprimary School, Duhuwa Fulani"
"Hardo Badau Nomadic Primary School, Fulanin Danfarantama"
Hon. Ahmad Rufai Primary School Gumel
Junior Secondary School Uban Dawaki
"Mele Primary School, Mele"
Nana Khadija Islamiyya
"Tsamai Nomadic Primary School, Tsamai A Fulani"
"Uban Dawaki Primary School, Ubandawaki"
"Zango Primary School, Gumel"
"Abunabo Primary School, Abunabo"
"Arin Primary School, Arin"
Bajaram Nomadic Primary School
"Chapchapno Primary School Ii, Chapchapno"
"Gaduwa Primary School, Gaduwa"
Jangon Fulani Nomadic Primary School
"Junior Secondary School, Abunabo"
"Kumboyi Nomadic Primary School, Hamlet"
"Safame Nomadic Primary School, Safame"
"Zuba Primary School, Zuba"
"Adiyani Primary School, Adiyani"
"Dagana Primary School, Dagana"
Darul Fyrqan Model Quranic School
"Gagiya Primary School, Gagiya"
Hayatul Islam Gagiya
"Junior Secondary School, Adiyani"
"Kurya Primary School, Kurya"
Rigar Hardo Mucilu  Nomadic Primary School
"Shifka Nomadic Primary School, Kadabir"
"Zugobiya Primary School, Zugobiya"
"Arinjasko Primary School, Arinjasko"
Cijabba Nomadic Primary School
"Damegi Primary School, Damegi"
"Dawa Primary School, Dawa"
"Galdimari Primary School, Galdimari"
Jabbo Nomadic Primary School
"Junior Secondary School, Dawa"
"Lafiyari Primary School, Lafiyari"
"Takazza Primary School, Takazza"
"Zuzu Nomadic Primary School I, Dagana"
"Askandu Nomadic Primary School, Askandu"
Bodala Nomadic Primary School
"Diribda Primary School, Diribda"
"Garbagal Primary School, Garbagal"
"Garin Malam Primary School, Garin Mallam"
Jangon Gabbas Integrated Nomadic Primary School
"Junior Secondary School, Garbagal"
"Madamuwa Primary School, Madamuwa"
"Tasgan Gabas Primary School, Tasgan Gabas"
"Zuzu Nomadic Prymary Primary School Ii, Dolen Zugo"
"Ainur Rahmati  Isangayar Kuka, Guri"
"Guri Model Primary School, Guri"
"Guri Special Primary School, Guri"
"Guri Yamma Primary School, Guri"
H &Amp; H Academy
"Hayatuddin Islamiya Primary School, Guri"
"Junior  Government Girls Science Secondary School , Guri"
"Junior Arabic Secondary School, Guri"
"Junior Model Boarding Pry And Sec School, Guri"
"Junior Secondary School, Guri"
Madarasatul Durusul Islam Watarbiyyatil Adfal
"Model Boarding Primary School, Guri"
Nana Asama`U Nursery And Primary School
"Nurul Huda Islamiyya Guriprimary School, Guri Town"
"Sabilil Najat Islamiya Primary School, Guri"
Tsangayar Liman Shuaibu
"Dolen Zugo Primary School, Dolen Zugo"
"Giriyo Primary School, Giriyo"
"Junior Secondary School, Kadira"
"Kadira Primary School, Kadira"
Madarasatul Hidayatul Aulad Islamiyya Primary School
"Majanguwa Primary School, Majanguwa"
Nurul Nabil Islamiyya S/Dada
Takalafiya Nomadic Primary School
Tsangayar Malam Yau
Ziyamajina Nomadic Primary School
"Dolewa Nomadic Primary School, Dolewa"
Garin Jauro Ubba
"Kadabir Primary School, Abur Village"
Malumawar Awaso
Medashi Nomadic Primary School
Tsangayar Malam Umaru
"Tukuikui Primary School, Tukuikui"
Uddari Nomadic
Farin Gwanki Nomadic
"G/Gabas Primary School, Garmaguwan Gabas"
Hayatul Islam
Jamaare Nomadic Primary School
"Junior Secondary School, Gaduwa"
"Junior Secondary School, Margadu"
"Kajimanam Primary School, Kajimaran"
"Margadu Primary School, Margadu"
"Nurul Yaqen Islamiya Primary School, Zugo"
"Wuro Jugga Nomadic Primary School, Wuro Jugga"
"Alanjo Primary School, Alanjo"
Alkaliyo Primary School
"Bele Zugo Nomadic Primary School,"
"G/Yamma Primary School, Garmaguwan Yamma"
"Junior Secondary School, Galdimari"
"Kasaga Primary School, Kasaga"
Kwanar Mailabbo Nomadic Primary School
"Matara Babba Primary School, Zugo"
Rigar Malam Yaya Nomadic Primary School
"Zorio Primary School, Zorio"
Alkaliyo Nomadic Primary School
"Chapchapno Primary School I, Yalwa"
Junior Secondary School Musari
"Junior Secondary School, Zubafinji"
Kubulu Primary School
Musari Islamiyya Primary School
"Musari Primary School, Musari"
Rigar Malam Ali Nomadic
"Sabon Gida Primary School, Sabon Gida"
"Zuba Finji Primary School, Zubafinji"
"Basirka Gabas Primary School, Bsirka"
"Basirka Primary School, Basirka"
Government Day Junior Arabic Secondary School Basirka
Govt Day Junior Arabic Secondary School Lafiya Galambi
"Gwani Primary School, Gwani"
Iftidaiya Islamiyya Basirka
"Jugwa Primary School, Jugwa Village"
"Junior Secondary School, Basirka"
"Junior Secondary School, Kondiko"
"Kondiko Primary School, Kondiko"
Kukawa Primary School
"Lukutu Nomadic Primary School, Lukutu"
Madarasatul Ashabil Kafi Basirka
Mubarakatul Islamiyya Kafi
"Rahama Primary School, Rahama"
"Sharifori Primary School, Sharifori"
Tsangaya Mallam Rabiu
Tsangayar Mallam Bashari
Zandannagogo Islamiyya
Alagarno Nomadic Primary School
"Baya Primary School, Baya"
"Dalai Primary School, Dalai"
Dazara Islamiyya Primary School
"Dingaya Primary School, Dingay"
"Fiji Olprimary School, Fiji Village"
"Haya Primary School, Haya"
Junior Arabic Secondary School Jingino
"Junior Secondary School, Dingaya"
"Junior Secondary School, Kwarko"
"Kafin Doki Primary School, Kafin Doki"
"Kukuza Primary School, Kukuza"
Madarasatul Nurul Azim
"Nahuche Primary School, Nahuche"
Rambazau Primary School
Rungo Primary School
"Sumangara Primary School, Sumangara"
"Tuba Taya Nomadic Primary School, Tuba Taya"
"Zikira Primary School, Zikira"
"Dazara Primary School, Dazara"
"Fagam Sprimary School, Fagam"
"Gadama Primary School, Gadama"
Ihyauddu Wal Quran Islamiyya Jikas
"Junior Arabic Secondary School, Jikas"
"Junior Secondary School, Rabadi"
Junior Secondary Schoolfagam
"Kafin Fulani Primary School, Kafin Fulani"
Kundum Nurul Hayatul Islamiyya
"Lata Primary School, Fagam"
Madarasatu Miftahul Nazati Shabbabu Wash Shabbat Fagam
Madarasatul Quran Islamiyya
Nasarawa Islamiyya
"Redo Primary School, Redo"
Tagama Nomadic Primary School
"Tange Primary School, Tange"
"Tsakuwaran Primary School, Fagam"
"Tudun Wada Primary School, Tudun Wada"
"Zumburum Primary School, Zumburum"
Abena Primary School
Darikul Islam Farin Dutse
"Farin Dutse Primary School, Farin Dutse"
"Galambi Primary School, Galambi"
"Ganjin Primary School, Farin Dutse"
"Isawa Primary School, Isawa"
Junior Secondary School Jata
"Junior Secondary School, Farin Dutse"
"Junior Secondary School, Sakuwa"
"Kafin Gabas Primary School, Kafin Gabas"
"Kuyungu Primary School, Kuyungo"
"Larkan Primary School, Farin Dutse"
"Mahudi Primary School, Mahudi"
"Nasarawa Primary School, Nasarawa"
"Nasarawan Farin Dutse Primary School, Nasarawa"
Sabon Garin Gadala Primary School
Tsagaya Primary School
Tsangayar Alaramma Ibrahim Danjumai
"Unguwar Gaji Primary School, Unguwar Ganji"
Al Hilal Academy Gwaram
"Auyakawa Primary School, Gwaram"
Bango Primary School Gwaram
Barebari Kurna Islamiyya
"Barebari Primary School, Gwaram"
Cj Islamiyya Primary School
"Gagara Yaga Primary School, Gwaram"
Government Day Junior Sec School Fada
"Government Girls Unity Secondary School, Gwaram"
"Gwaram Model Isl Primary School, Gwaram"
"Gwaram Model Primary School, Gwaram"
"Gwaram Specail Primary School, Gwaram"
Jikas Islamiyya Primary School Gwaram
"Junior Arabic Secondary School, Sabuwar Gwaram"
Junior Secondary School Auyakawa
"Junior Secondary School, Gagarayaga"
Junior Secondary Schoolsabuwar Gwaram
"Kawari Primary School, Gwaram"
"Kuka Primary School, Gwaram"
"Kurna Primary School, Gwaram"
Maljaussunnah Islamiyya Primary School
Mallam Shehu Umar Tsangaya
Sabilur Rishad Sabuwar Gwaram Islamiyya Primary School
Sabuwar Gwaram Yamma Primary School
Tahfeez Quran Zango Gwaram
Tarbiyya Nursery  And Primary School
Tsangayar Sabon Layi Gwaram
"Zandam Nagogo Special Primary School, Sabuwar Gwaram"
Zango Primary Islamiyya School
Zinatul Quran Islamiyya
Aliyu Abi Dalib Tahfizul
Aliyu Bin Abiy Dalib Nuresry And Primary School
"Bala Sule Special Primary School, Kila"
Galadanci Islamiyya Kila
Junior Arabic Secondary School Kila
"Junior Model Boarding Pry And Sec School, Kila"
"Junior Secondary School, Kla"
Kila Academy Nursery And Primary School
"Kila Gabas Primary School, Kila"
Kila Islamiyya Primary School
"Kila Kudu Special Primary School, Kila"
"Kila Model Bording Primary School, Kila"
Madaki Hassan Islamiyya
Madarasatul Irshadussubiyan Lita Alimil Quran Kila Gabas
Madarasatul Tahfezul Quran Kila
Malam Garba Dan Borno Tsangaya
Malam Musa Kwami Tsangaya
Muassatul Maulana Asheak Imam Abubakar Li Tahfazul Quran
Tsangayar Yamma Malam Tasiu Dogo
Zagwangwando Islamiyya Kila
Adamu Gadama Islamiyya Nursery And Primary
Alhikma Nursery And Primary School
"Budinga Primary School, Budinga"
"Dandayi Primary School, Dandayi Kalu"
"Digijin Primary School, Digijin"
Dugula Nomadic Primary School
"Garin Makama Nomadic Primary School, Garin Makama"
"Jangu Primary School, Jangu"
Junior Secondary School Kalasu Arabic
"Kafin Tigga Primary School, Kafin Tugga"
