zone,state,lga,ward,school
North East,Bauchi,Misau,Tofu,Babajika Junior Secondary School
North East,Bauchi,Misau,Tofu,Misau Model Academy Juniour Secondary School
North East,Bauchi,Ningi,Balma,Government Day Secondary School Balma
North East,Bauchi,Ningi,Balma,Government Junior Secondary School Gwam
North East,Bauchi,Ningi,Balma,Government Junior Secondary School Tashar Maje
North East,Bauchi,Ningi,Bashe,Government Junior Secondary School Iyayi
North East,Bauchi,Ningi,Bashe,Government Junior Secondary School Tipchi
North East,Bauchi,Ningi,Burra / Kyata,Government Junior Secondary School Burra
North East,Bauchi,Ningi,Burra / Kyata,Government Junior Secondary School Kyata
North East,Bauchi,Ningi,Burra / Kyata,Government Junior Secondary School Magami
North East,Bauchi,Ningi,Burra / Kyata,Jibwis Science  Secondary School  Burra
North East,Bauchi,Ningi,Dingis,Government Junior Secondary School Jarkoya
North East,Bauchi,Ningi,Dingis,Government Junior Secondary School Tsangayar Dirya
North East,Bauchi,Ningi,Jangu,Government Junior Secondary School Jimi
North East,Bauchi,Ningi,Jangu,Government Junior Secondary School Unguwan Tudu
North East,Bauchi,Ningi,Kudu / Yamma,Government Junior Secondary School Kafin Chakuna
North East,Bauchi,Ningi,Kudu / Yamma,Government Junior Secondary School Zakara
North East,Bauchi,Ningi,Kurmi,Government Junior Secondary School Ari
North East,Bauchi,Ningi,Kurmi,Government Junior Secondary School Gwandabi
North East,Bauchi,Ningi,Kurmi,Government Junior Secondary School Kafin Lemo
North East,Bauchi,Ningi,Kurmi,Government Junior Secondary School Kurmi
North East,Bauchi,Ningi,Kurmi,Government Junior Secondary School Zidanga
North East,Bauchi,Ningi,Kurmi,"Government Junior Secondary School, Kurmi"
North East,Bauchi,Ningi,Nasaru,Government Junior Secondary School Deru
North East,Bauchi,Ningi,Nasaru,Government Junior Secondary School Marke
North East,Bauchi,Ningi,Nasaru,Government Junior Secondary School Nasaru
North East,Bauchi,Ningi,Nasaru,"Nasaru Academy Nursery,Primary And Junior Secondary Schools"
North East,Bauchi,Ningi,Ningi,Government Junior Secondary School Baki
North East,Bauchi,Ningi,Ningi,Government Junior Secondary School Batu
North East,Bauchi,Ningi,Ningi,Government Junior Secondary School Katsinawan Dingis
North East,Bauchi,Ningi,Ningi,Government Junior Secondary School Maiturare
North East,Bauchi,Ningi,Ningi,Government Junior Secondary School Manu
North East,Bauchi,Ningi,Ningi,Government Junior Secondary School Ningi Central
North East,Bauchi,Ningi,Ningi,Government Junior Secondary School Sabuwar Tiffi
North East,Bauchi,Ningi,Ningi,Government Junior Secondary School Sangara
North East,Bauchi,Ningi,Sama,Government Junior Secondary School Gadar Maiwa
North East,Bauchi,Ningi,Sama,Government Junior Secondary School Silliya
North East,Bauchi,Ningi,Tiffi / Guda,Government Junior Secondary School Gudduba
North East,Bauchi,Ningi,Tiffi / Guda,Government Junior Secondary School Siri
North East,Bauchi,Ningi,Tiffi / Guda,Government Junior Secondary School Tiffi
North East,Bauchi,Shira,Andubun,Government Junior Secondary School Upper Basic Sawi
North East,Bauchi,Shira,Beli/Gagidaba,Government Junior Secondary School Upper Basic Yana
North East,Bauchi,Shira,Bukul/Bangire,Government Junior Secondary School Upper Basic Bukul
North East,Bauchi,Shira,Bukul/Bangire,Govt Day Junior Secondary School Bage
North East,Bauchi,Shira,Disina,Government Day Secondary School Disina
North East,Bauchi,Shira,Faggo,Government Junior Secondary School Upper Basic Faggo
North East,Bauchi,Shira,Kilbori,Government Junior Secondary School Upper Basic Kilbori
North East,Bauchi,Shira,Sambuwal,Government Junior Secondary School Upper Basic Adamami
North East,Bauchi,Shira,Shira,Government Day Junior Secondary  Shool Shira
North East,Bauchi,Shira,Shira,Government Junior Secondary Dalli
North East,Bauchi,Shira,Shira,Government Junior Secondary School Aliyu Abdulkadir Upper Basic Shira
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Abdubun
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Bangire
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Beli
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Dango
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Gaza
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Katabarwa
North East,Bauchi,Shira,Tsafi,Government Junior Secondary School Upper Basic Darajiya
North East,Bauchi,Shira,Tsafi,Government Junior Secondary School Upper Basic Tsafi
North East,Bauchi,Shira,Tumfafi,Government Junior Secondary School Upper Basic Gaduna
North East,Bauchi,Shira,Zubo,Government Junior Secondary School Upper Basic Gagidiba
North East,Bauchi,Shira,Zubo,Government Junior Secondary School Upper Basic Zubo
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary Maijuju Tasha
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Duguriyel
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Jaja
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Martin Giji
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Mball
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Rugan Birni
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Wuro Mayo
North East,Bauchi,Tafawa-Balewa,Bula,Community Secondary Scool Marti
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary Mingil Makaranta
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Bar Bula
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Duklin Bauchi
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Jambil
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Kufai
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Lim Bula
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Maryam Daji
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Rugan Malima
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Zari
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary Scholl Gabgel
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Bununu
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Dunga
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Jigi
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Mbat Daya
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Sabon Gida
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Zuya
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary Schoo Dolam
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School Dajin
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School G.R.A
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School Kantana
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School Munsanyi
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School School Riseh
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School Zwall
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Aruti
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Dull
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Gambar Sabon Layi
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Katsinawa
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Nabar
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Shall
North East,Bauchi,Tafawa-Balewa,Dull,Ubec Junior And Vocational Secondary School Dull
North East,Bauchi,Tafawa-Balewa,"Kardam ""A""",Government Junior Secondary School Bmat Biyu
North East,Bauchi,Tafawa-Balewa,"Kardam ""A""",Government Junior Secondary School Gid-Gid Hamman
North East,Bauchi,Tafawa-Balewa,"Kardam ""A""",Government Junior Secondary School Lim Bisa
North East,Bauchi,Tafawa-Balewa,"Kardam ""A""",Government Junior Secondary School Nadabo
North East,Bauchi,Tafawa-Balewa,"Kardam ""A""",Government Junior Secondary School Shar Shar
North East,Bauchi,Tafawa-Balewa,"Kardam ""A""",Government Junor Secondary School Garam
North East,Bauchi,Tafawa-Balewa,"Kardam ""B""",Government Junior Secondary School Boto
North East,Bauchi,Tafawa-Balewa,"Kardam ""B""",Government Junior Secondary School Gital
North East,Bauchi,Tafawa-Balewa,"Kardam ""B""",Government Junior Secondary School Kardam
North East,Bauchi,Tafawa-Balewa,"Kardam ""B""",Government Junior Secondary School Luggere
North East,Bauchi,Tafawa-Balewa,"Kardam ""B""",Government Junior Secondary School Nora
North East,Bauchi,Tafawa-Balewa,"Kardam ""B""",Government Junior Secondary School Sigdin Shehu
North East,Bauchi,Tafawa-Balewa,"Kardam ""B""",Mor Rawa Divine Secondary School
North East,Bauchi,Tafawa-Balewa,Lere North,Community Nurssecondary Scools Kkundkkundumkkundkkundum Hhauhhausa
North East,Bauchi,Tafawa-Balewa,Lere North,Government Day Junior Secondary School Sara
North East,Bauchi,Tafawa-Balewa,Lere North,Government Junior Secondary School Bulli
North East,Bauchi,Tafawa-Balewa,Lere North,Government Junior Secondary School Gonzi
North East,Bauchi,Tafawa-Balewa,Lere North,Government Junior Secondary School Lwong
North East,Bauchi,Tafawa-Balewa,Lere North,Government Junior Secondary School Pholantulu
North East,Bauchi,Tafawa-Balewa,Lere North,Government Junior Secondary School Tudun Wadan Malima
North East,Bauchi,Tafawa-Balewa,Lere North,Saint Patricks College Sara
North East,Bauchi,Tafawa-Balewa,Lere South,Government Day Secondary School Lere
North East,Bauchi,Tafawa-Balewa,Lere South,Government Day Senior Secondary School Gwashe
North East,Bauchi,Tafawa-Balewa,Lere South,Government Junior Secondary School Burga
North East,Bauchi,Tafawa-Balewa,Lere South,Government Junior Secondary School Gori
North East,Bauchi,Tafawa-Balewa,Lere South,Government Junior Secondary School Malima
North East,Bauchi,Tafawa-Balewa,Lere South,Government Junior Secondary School Polchi
North East,Bauchi,Tafawa-Balewa,Lere South,Government Junior Secondary School Sabon Garin Lere
North East,Bauchi,Tafawa-Balewa,Lere South,Government Junior Secondary School Unguwar Wambai
North East,Bauchi,Tafawa-Balewa,Lere South,Saint Peters Secondary School Marti
North East,Bauchi,Tafawa-Balewa,Tapshin,Cocin Metropolitan Unity Secondary School
North East,Bauchi,Tafawa-Balewa,Tapshin,Community Secondary School Tapshin
North East,Bauchi,Tafawa-Balewa,Tapshin,Government Day Senior Secondary School Zabir
North East,Bauchi,Tafawa-Balewa,Tapshin,Government Junior Secondary School Daranji
North East,Bauchi,Tafawa-Balewa,Tapshin,Government Junior Secondary School Gumus
North East,Bauchi,Tafawa-Balewa,Tapshin,Government Junior Secondary School Martin Bakin Kogi
North East,Bauchi,Tafawa-Balewa,Tapshin,Government Junior Secondary School Rafin Gimba
North East,Bauchi,Tafawa-Balewa,Tapshin,Government Junior Secondary School Tapshin
North East,Bauchi,Tafawa-Balewa,Tapshin,Government Junior Secondary School Waptang
North East,Bauchi,Tafawa-Balewa,Wai,Community Day Senior Secondary School Kundum
North East,Bauchi,Tafawa-Balewa,Wai,Government Day Senior Secondary School Zongo
North East,Bauchi,Tafawa-Balewa,Wai,Government Junior Secondary School Dasham Bakin Kogi
North East,Bauchi,Tafawa-Balewa,Wai,Government Junior Secondary School Gus-Mulakri
North East,Bauchi,Tafawa-Balewa,Wai,Government Junior Secondary School Martin Daji
North East,Bauchi,Tafawa-Balewa,Wai,Government Junior Secondary School Ragami
North East,Bauchi,Tafawa-Balewa,Wai,Government Junior Secondary School Wassasa
North East,Bauchi,Toro,Jama'A / Zaranda,Narabi Comprehensive Academy
North East,Bauchi,Toro,Jama'A / Zaranda,Sunnah Science Secondary School Jibwis
North East,Bauchi,Toro,Jama'A / Zaranda,Upper Basic Government Junior Secondary School Garin Jamaa
North East,Bauchi,Toro,Jama'A / Zaranda,Upper Basic Government Junior Secondary School Matawai
North East,Bauchi,Toro,Jama'A / Zaranda,Upper Basic Government Junior Secondary School Sabangarin Tulu
North East,Bauchi,Toro,Jama'A / Zaranda,Upper Basic Government Junior Secondary School Zakshi
North East,Bauchi,Toro,Jama'A / Zaranda,Upper Basic Government Junior Secondary School Zaranda
North East,Bauchi,Toro,Jama'A / Zaranda,Upper Basic Junior Secondary School Dawa
North East,Bauchi,Toro,Jama'A / Zaranda,Upper Basic Junior Secondary School Takabundu
North East,Bauchi,Toro,Lame,Ubjunior Secondary School Wom
North East,Bauchi,Toro,Lame,Upper Basic Government Junior Secondary School Geljaule
North East,Bauchi,Toro,Lame,Upper Basic Government Junior Secondary School Lame
North East,Bauchi,Toro,Lame,Upper Basic Government Junior Secondary School Motto
North East,Bauchi,Toro,Lame,Upper Basic Government Junior Secondary School Sabon Garin Nabordo
North East,Bauchi,Toro,Lame,Upper Basic Government Junior Secondary School Zari Makku
North East,Bauchi,Toro,Lame,Upper Basic Junior Secondary School Dinga
North East,Bauchi,Toro,Lame,Upper Basic Junior Secondary School Takadan Giwa
North East,Bauchi,Toro,Mara / Palama,Upper Basic Government Junior Secondary School Gumau
North East,Bauchi,Toro,Mara / Palama,Upper Basic Government Junior Secondary School Nabordo
North East,Bauchi,Toro,Mara / Palama,Upper Basic Government Junior Secondary School Sabon Garin Narabi
North East,Bauchi,Toro,Mara / Palama,Upper Basic Government Junior Secondary School Zirya
North East,Bauchi,Toro,Mara / Palama,Upper Basic Junior Secondary School Gada Biyu
North East,Bauchi,Toro,Mara / Palama,Upper Basic Junior Secondary School Unguwan Danbiram
North East,Bauchi,Toro,Rahama,Abu Abdurrahman School
North East,Bauchi,Toro,Rahama,Baddiko Primary School
North East,Bauchi,Toro,Rahama,Balarabe Primary
North East,Bauchi,Toro,Rahama,Bargan Tsamiya Primary School
North East,Bauchi,Toro,Rahama,Bujiyel Primary School
North East,Bauchi,Toro,Rahama,Dalam Nomadic Primary School
North East,Bauchi,Toro,Rahama,Diriko Primary School
North East,Bauchi,Toro,Rahama,Dokan Badau Primary School
North East,Bauchi,Toro,Rahama,Dulumin Falini Primary School
North East,Bauchi,Toro,Rahama,Gamsawa Primary School
North East,Bauchi,Toro,Rahama,Gudun Primary School
North East,Bauchi,Toro,Rahama,Guggu Primary School
North East,Bauchi,Toro,Rahama,Gwaljamo Nomadic Primary School
North East,Bauchi,Toro,Rahama,Jimeri Hayi
North East,Bauchi,Toro,Rahama,Jola Primary School
North East,Bauchi,Toro,Rahama,Karlaje Primary School
North East,Bauchi,Toro,Rahama,Kurfai Primary School
North East,Bauchi,Toro,Rahama,Lugere Primary School
North East,Bauchi,Toro,Rahama,Mahanga Primary School
North East,Bauchi,Toro,Rahama,Motto Primary School
North East,Bauchi,Toro,Rahama,Panshanu Gari Primary School
North East,Bauchi,Toro,Rahama,Panshanu Nomadic Primary School
North East,Bauchi,Toro,Rahama,Project Staff Nabordo Primary School
North East,Bauchi,Toro,Rahama,Rahama Primary School
North East,Bauchi,Toro,Rahama,Rimin Zayam Central Primary School
North East,Bauchi,Toro,Rahama,Runtum Primary School
North East,Bauchi,Toro,Rahama,Sabon Garin Mana Nomadic Primary School
North East,Bauchi,Toro,Rahama,Sabon Garin Zakshi Primary School
North East,Bauchi,Toro,Rahama,Sarkin Yamman Rimi Primary School
North East,Bauchi,Toro,Rahama,Tafaren Kufai Primary School
North East,Bauchi,Toro,Rahama,Tile Primary School
North East,Bauchi,Toro,Rahama,Tintim Primary School
North East,Bauchi,Toro,Rahama,Tsoma Primary School
North East,Bauchi,Toro,Rahama,Unguwan Kadiri Primary School
North East,Bauchi,Toro,Rahama,Wom Primary School
North East,Bauchi,Toro,Rahama,Zakshi Primary School
North East,Bauchi,Toro,Rahama,Zari Kwi Primary School
North East,Bauchi,Toro,Rahama,Zomo Ung.Magaji Primary School
North East,Bauchi,Toro,Rahama,Zuna Primary School
North East,Bauchi,Toro,Rauta / Geji,Upper Basic Government Junior Secondary School Bujiyel
North East,Bauchi,Toro,Rauta / Geji,Upper Basic Government Junior Secondary School Geji
North East,Bauchi,Toro,Rauta / Geji,Upper Basic Government Junior Secondary School Kufai
North East,Bauchi,Toro,Rauta / Geji,Upper Basic Government Junior Secondary School Palama
North East,Bauchi,Toro,Rauta / Geji,Upper Basic Government Junior Secondary School Tashan Durumi
North East,Bauchi,Toro,Rauta / Geji,Upper Basic Government Junior Secondary School Zukku
North East,Bauchi,Toro,Rauta / Geji,Upper Basic Junior Secondary School Makana
North East,Bauchi,Toro,Rauta / Geji,Upper Basic Junior Secondary School Zull
North East,Bauchi,Toro,Ribina,"Mahez Science School, Kwabi"
North East,Bauchi,Toro,Ribina,Upper Basic Government Junior Secondary School Dawarde
North East,Bauchi,Toro,Ribina,Upper Basic Government Junior Secondary School Kwabi
North East,Bauchi,Toro,Ribina,Upper Basic Government Junior Secondary School Pingel
North East,Bauchi,Toro,Ribina,Upper Basic Government Junior Secondary School Ribina
North East,Bauchi,Toro,Ribina,Upper Basic Government Junior Secondary School Tudun Wadan Ribina
North East,Bauchi,Toro,Ribina,Upper Basic Government Junior Secondary School Tudun Wadan Toro
North East,Bauchi,Toro,Ribina,"Upper Basic Government Junior Secondary School, Ruhu"
North East,Bauchi,Toro,Ribina,Upper Basic Junior Secondary School Margi
North East,Bauchi,Toro,Ribina,Upper Basic Secondary School Mai Wuro
North East,Bauchi,Toro,Tama,Al Iklas Academy
