session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years,gap_band
2022/2023,Male,Disabled,NABTEB,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,2,1,1,0,0,0,1,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,2,1,1,1,0,0,1,0,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,ALL,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,326,237,102,94,8,0,89,135,8,2.1,1 year
2023/2024,Female,ALL,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,140,102,44,40,3,0,38,58,4,2.1,2 years
2023/2024,Female,ALL,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,73,53,23,21,2,0,20,30,2,2.1,3-5 years
2023/2024,Female,ALL,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,22,16,7,6,1,0,6,9,1,2.1,5+ years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,148,108,46,43,4,0,40,62,3,2.1,1 year
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,64,46,20,18,2,0,18,26,2,2.1,2 years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,33,24,10,10,1,0,9,14,0,2.1,3-5 years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,10,7,3,3,0,0,3,4,0,2.1,5+ years
2023/2024,Female,ALL,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,118,86,37,34,3,0,32,49,3,2.1,1 year
2023/2024,Female,ALL,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,51,37,16,15,1,0,14,21,1,2.1,2 years
2023/2024,Female,ALL,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,27,19,8,8,1,0,8,11,0,2.1,3-5 years
2023/2024,Female,ALL,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,8,6,3,2,0,0,2,3,1,2.1,5+ years
2023/2024,Female,ALL,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,152,111,48,44,4,0,41,63,4,2.1,1 year
2023/2024,Female,ALL,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,66,48,20,19,2,0,18,28,1,2.1,2 years
2023/2024,Female,ALL,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,34,25,11,10,1,0,9,14,1,2.1,3-5 years
2023/2024,Female,ALL,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,11,8,3,3,0,0,3,5,0,2.1,5+ years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,69,50,22,20,2,0,19,28,2,2.1,1 year
2023/2024,Female,ALL,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,30,22,9,9,1,0,8,13,0,2.1,2 years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,16,11,5,4,0,0,5,6,1,2.1,3-5 years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,5,3,1,1,0,0,2,2,0,2.1,5+ years
2023/2024,Female,ALL,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,55,40,17,16,1,0,15,23,1,2.1,1 year
2023/2024,Female,ALL,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,24,17,7,7,1,0,7,10,0,2.1,2 years
2023/2024,Female,ALL,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,12,9,4,4,0,0,3,5,0,2.1,3-5 years
2023/2024,Female,ALL,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,47,34,15,14,1,0,13,19,1,2.1,1 year
2023/2024,Female,ALL,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,20,15,6,6,1,0,5,9,0,2.1,2 years
2023/2024,Female,ALL,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,11,8,3,3,0,0,3,5,0,2.1,3-5 years
2023/2024,Female,ALL,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,21,16,7,6,1,0,5,9,1,2.1,1 year
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,9,7,3,3,0,0,2,4,0,2.1,2 years
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,5,4,2,1,0,0,1,2,1,2.1,3-5 years
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,17,13,5,5,0,0,4,8,0,2.1,1 year
2023/2024,Female,ALL,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2023/2024,Female,ALL,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2023/2024,Female,ALL,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Female,Disabled,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,21,15,7,6,1,0,6,8,1,2.1,1 year
2023/2024,Female,Disabled,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,9,7,3,3,0,0,2,4,0,2.1,2 years
2023/2024,Female,Disabled,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,5,3,1,1,0,0,2,2,0,2.1,3-5 years
2023/2024,Female,Disabled,WAEC,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,10,7,3,3,0,0,3,4,0,2.1,1 year
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2023/2024,Female,Disabled,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,8,6,2,2,0,0,2,4,0,2.1,1 year
2023/2024,Female,Disabled,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2023/2024,Female,Disabled,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,1,1,0,0,0,1,0,1,2.1,3-5 years
2023/2024,Female,Disabled,WAEC,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2023/2024,Female,Disabled,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,10,7,3,3,0,0,3,4,0,2.1,1 year
2023/2024,Female,Disabled,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2023/2024,Female,Disabled,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2023/2024,Female,Disabled,NECO,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2023/2024,Female,Disabled,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,5,3,1,1,0,0,2,2,0,2.1,1 year
2023/2024,Female,Disabled,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,1,1,1,0,0,1,0,0,2.1,2 years
2023/2024,Female,Disabled,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Female,Disabled,NECO,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2023/2024,Female,Disabled,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,2,1,0,0,0,0,1,1,0,2.1,2 years
2023/2024,Female,Disabled,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Female,Disabled,NECO,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2023/2024,Female,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2023/2024,Female,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Female,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2023/2024,Female,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,0,0,0,0,0,1,0,0,2.1,2 years
2023/2024,Female,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Female,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2023/2024,Female,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2023/2024,Female,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Female,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,231,168,72,66,6,0,63,96,6,2.1,1 year
2023/2024,Female,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,99,72,31,29,2,0,27,41,2,2.1,2 years
2023/2024,Female,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,52,38,16,15,1,0,14,22,1,2.1,3-5 years
2023/2024,Female,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,16,12,5,5,0,0,4,7,0,2.1,5+ years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,105,76,33,30,3,0,29,43,3,2.1,1 year
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,45,33,14,13,1,0,12,19,1,2.1,2 years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,24,17,7,7,1,0,7,10,0,2.1,3-5 years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2023/2024,Female,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,84,61,26,24,2,0,23,35,2,2.1,1 year
2023/2024,Female,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,36,26,11,10,1,0,10,15,1,2.1,2 years
2023/2024,Female,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,19,14,6,5,0,0,5,8,1,2.1,3-5 years
2023/2024,Female,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,6,4,2,2,0,0,2,2,0,2.1,5+ years
2023/2024,Female,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,108,79,34,31,3,0,29,45,3,2.1,1 year
2023/2024,Female,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,47,34,15,13,1,0,13,19,2,2.1,2 years
2023/2024,Female,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,24,18,8,7,1,0,6,10,1,2.1,3-5 years
2023/2024,Female,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,49,36,15,14,1,0,13,21,1,2.1,1 year
2023/2024,Female,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,21,15,7,6,1,0,6,8,1,2.1,2 years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,11,8,3,3,0,0,3,5,0,2.1,3-5 years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2023/2024,Female,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,39,29,12,11,1,0,10,17,1,2.1,1 year
2023/2024,Female,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,17,12,5,5,0,0,5,7,0,2.1,2 years
2023/2024,Female,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,9,6,3,3,0,0,3,3,0,2.1,3-5 years
2023/2024,Female,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,34,24,10,10,1,0,10,14,0,2.1,1 year
2023/2024,Female,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,14,11,5,4,0,0,3,6,1,2.1,2 years
2023/2024,Female,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,8,5,2,2,0,0,3,3,0,2.1,3-5 years
2023/2024,Female,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,15,11,5,4,0,0,4,6,1,2.1,1 year
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,12,9,4,4,0,0,3,5,0,2.1,1 year
2023/2024,Female,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,5,4,2,2,0,0,1,2,0,2.1,2 years
2023/2024,Female,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2023/2024,Female,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Female,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,15,11,5,4,0,0,4,6,1,2.1,1 year
2023/2024,Female,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,6,5,2,2,0,0,1,3,0,2.1,2 years
2023/2024,Female,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2023/2024,Female,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,1 year
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,2,1,0,0,0,0,1,1,0,2.1,3-5 years
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,5,4,2,2,0,0,1,2,0,2.1,1 year
2023/2024,Female,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2023/2024,Female,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Female,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,1 year
2023/2024,Female,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2023/2024,Female,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,2,1,0,0,0,0,1,1,0,2.1,3-5 years
2023/2024,Female,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2023/2024,Female,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2023/2024,Female,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Female,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2023/2024,Female,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2023/2024,Female,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2023/2024,Female,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,2,2,1,1,0,0,0,1,0,2.1,1 year
2023/2024,Female,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2023/2024,Female,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Female,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2023/2024,Female,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2023/2024,Female,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Female,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2023/2024,Female,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2023/2024,Female,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Female,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,ALL,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,461,336,144,133,11,0,125,192,11,2.1,1 year
2023/2024,Female,ALL,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,199,145,62,57,5,0,54,83,5,2.1,2 years
2023/2024,Female,ALL,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,103,75,32,30,3,0,28,43,2,2.1,3-5 years
2023/2024,Female,ALL,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,32,23,10,9,1,0,9,13,1,2.1,5+ years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,210,153,65,60,5,0,57,88,5,2.1,1 year
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,90,66,28,26,2,0,24,38,2,2.1,2 years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,47,34,15,14,1,0,13,19,1,2.1,3-5 years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,14,11,5,4,0,0,3,6,1,2.1,5+ years
2023/2024,Female,ALL,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,168,122,52,48,4,0,46,70,4,2.1,1 year
2023/2024,Female,ALL,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,72,53,23,21,2,0,19,30,2,2.1,2 years
2023/2024,Female,ALL,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,38,27,12,11,1,0,11,15,1,2.1,3-5 years
2023/2024,Female,ALL,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,12,8,4,3,0,0,4,4,1,2.1,5+ years
2023/2024,Female,ALL,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,216,157,67,62,5,0,59,90,5,2.1,1 year
2023/2024,Female,ALL,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,93,68,29,27,2,0,25,39,2,2.1,2 years
2023/2024,Female,ALL,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,48,35,15,14,1,0,13,20,1,2.1,3-5 years
2023/2024,Female,ALL,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,15,11,5,4,0,0,4,6,1,2.1,5+ years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,98,71,31,28,2,0,27,40,3,2.1,1 year
2023/2024,Female,ALL,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,42,31,13,12,1,0,11,18,1,2.1,2 years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,22,16,7,6,1,0,6,9,1,2.1,3-5 years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2023/2024,Female,ALL,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,78,57,24,23,2,0,21,33,1,2.1,1 year
2023/2024,Female,ALL,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,34,25,11,10,1,0,9,14,1,2.1,2 years
2023/2024,Female,ALL,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,18,13,5,5,0,0,5,8,0,2.1,3-5 years
2023/2024,Female,ALL,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,5,4,2,2,0,0,1,2,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,67,49,21,19,2,0,18,28,2,2.1,1 year
