"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated","median_time_to_matriculation_years"
"2020/2021","Female","all","NECO","Polytechnic","state","Sokoto","North West","Sokoto","","","","2602","2563","1690","630","566","64","39","873","1060","64","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Zamfara","North West","Zamfara","","","","3213","3168","2327","847","772","75","45","841","1480","75","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Abia","South East","Abia","","","","3134","3087","2287","904","790","114","47","800","1383","114","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Anambra","South East","Anambra","","","","2870","2827","1954","742","645","98","43","873","1212","98","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Ebonyi","South East","Ebonyi","","","","2595","2556","1584","607","531","76","39","972","976","76","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Enugu","South East","Enugu","","","","4625","4556","2603","997","886","111","69","1953","1606","111","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Imo","South East","Imo","","","","4055","3998","2366","893","804","89","57","1632","1473","89","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Akwa Ibom","South South","Akwa Ibom","","","","2867","2827","1862","670","585","85","40","965","1192","85","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Bayelsa","South South","Bayelsa","","","","2948","2903","2085","684","612","72","45","818","1401","72","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Cross River","South South","Cross River","","","","3545","3492","2601","1016","894","122","53","891","1585","122","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Delta","South South","Delta","","","","4587","4520","3135","1105","988","118","67","1385","2030","118","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Edo","South South","Edo","","","","2436","2397","1479","497","429","68","39","918","982","68","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Rivers","South South","Rivers","","","","4238","4175","2370","898","801","97","63","1805","1472","97","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Ekiti","South West","Ekiti","","","","1879","1851","1104","404","342","62","28","747","700","62","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Lagos","South West","Lagos","","","","6820","6718","4407","1545","1319","226","102","2311","2862","226","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Ogun","South West","Ogun","","","","3502","3449","2506","871","774","97","53","943","1636","97","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Ondo","South West","Ondo","","","","4071","4011","2971","1113","1006","107","60","1040","1858","107","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Osun","South West","Osun","","","","3634","3580","2432","858","768","90","54","1148","1574","90","1.744838026036936"
"2020/2021","Female","all","NECO","Polytechnic","state","Oyo","South West","Oyo","","","","2239","2206","1350","502","429","73","33","856","848","73","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Benue","North Central","Benue","","","","3432","3382","2345","864","762","102","50","1037","1481","102","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","2730","2688","1659","574","484","90","42","1029","1085","90","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Kogi","North Central","Kogi","","","","4505","4438","2525","844","759","85","67","1913","1681","85","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Kwara","North Central","Kwara","","","","3443","3391","2010","755","664","93","52","1381","1254","93","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Nasarawa","North Central","Nasarawa","","","","2889","2845","1845","703","628","75","44","1000","1142","75","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Niger","North Central","Niger","","","","3506","3454","2443","823","709","114","52","1011","1620","114","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Plateau","North Central","Plateau","","","","4186","4126","3020","1049","932","118","60","1106","1970","118","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Adamawa","North East","Adamawa","","","","4144","4083","2821","1098","994","106","61","1262","1724","106","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Bauchi","North East","Bauchi","","","","3466","3414","2133","764","690","74","52","1281","1369","74","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Borno","North East","Borno","","","","3303","3256","1895","680","607","74","47","1361","1215","74","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Gombe","North East","Gombe","","","","2203","2170","1265","456","406","50","33","905","809","50","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Taraba","North East","Taraba","","","","2061","2032","1335","479","416","64","29","697","856","64","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Yobe","North East","Yobe","","","","2685","2647","1918","686","591","95","38","729","1232","95","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Jigawa","North West","Jigawa","","","","3571","3521","2568","890","811","80","50","953","1678","80","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Kaduna","North West","Kaduna","","","","5894","5807","3955","1325","1169","156","87","1852","2630","156","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Kano","North West","Kano","","","","5044","4971","3106","1073","925","149","73","1865","2033","149","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Katsina","North West","Katsina","","","","3642","3588","2052","714","635","80","54","1536","1338","80","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Kebbi","North West","Kebbi","","","","4175","4112","2450","927","784","143","63","1662","1524","143","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Sokoto","North West","Sokoto","","","","4824","4752","3112","1134","1024","114","72","1640","1978","114","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Zamfara","North West","Zamfara","","","","2700","2660","1904","652","591","61","40","756","1252","61","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Abia","South East","Abia","","","","3604","3551","2549","937","821","117","53","1002","1612","117","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Anambra","South East","Anambra","","","","3704","3649","2499","959","846","113","55","1150","1540","113","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Ebonyi","South East","Ebonyi","","","","4724","4651","2847","1086","961","125","73","1804","1762","125","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Enugu","South East","Enugu","","","","2762","2721","1577","623","555","68","41","1144","955","68","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Imo","South East","Imo","","","","3548","3496","2103","769","697","72","52","1393","1335","72","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Akwa Ibom","South South","Akwa Ibom","","","","3864","3807","2531","877","787","90","57","1276","1654","90","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Bayelsa","South South","Bayelsa","","","","1354","1334","960","354","316","38","20","374","606","38","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Cross River","South South","Cross River","","","","2606","2567","1843","669","584","85","39","724","1175","85","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Delta","South South","Delta","","","","3169","3122","2145","749","672","77","47","977","1396","77","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Edo","South South","Edo","","","","4089","4027","2454","829","727","102","62","1573","1625","102","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Rivers","South South","Rivers","","","","3698","3643","2123","809","728","81","55","1520","1314","81","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Ekiti","South West","Ekiti","","","","3187","3140","1867","693","598","95","47","1273","1174","95","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Lagos","South West","Lagos","","","","5824","5739","3759","1314","1148","166","85","1980","2445","166","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Ogun","South West","Ogun","","","","2693","2654","1920","634","558","76","39","734","1286","76","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Ondo","South West","Ondo","","","","3285","3235","2372","872","777","95","50","863","1500","95","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Osun","South West","Osun","","","","3363","3315","2290","874","785","89","48","1025","1417","89","1.744838026036936"
"2020/2021","Female","all","NECO","University","state","Oyo","South West","Oyo","","","","4221","4158","2517","961","818","143","63","1641","1556","143","1.744838026036936"
"2020/2021","Female","all","WAEC","College of Education","state","Benue","North Central","Benue","","","","4701","4632","3199","1287","1171","116","69","1433","1912","116","1.744838026036936"
"2020/2021","Female","all","WAEC","College of Education","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","5742","5657","3510","1340","1218","122","85","2147","2170","122","1.744838026036936"
"2020/2021","Female","all","WAEC","College of Education","state","Kogi","North Central","Kogi","","","","4660","4590","2642","967","855","112","70","1948","1675","112","1.744838026036936"
"2020/2021","Female","all","WAEC","College of Education","state","Kwara","North Central","Kwara","","","","3662","3607","2130","789","678","111","55","1477","1342","111","1.744838026036936"
"2020/2021","Female","all","WAEC","College of Education","state","Nasarawa","North Central","Nasarawa","","","","4190","4128","2745","1049","951","98","62","1383","1696","98","1.744838026036936"
