session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2019/2020,Female,all,NECO,1-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,1583,1123,370,322,52,0,460,753,52,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Cross River,South South,Cross River,,,,0,1229,905,357,314,48,0,324,548,48,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Delta,South South,Delta,,,,0,1264,851,297,288,27,0,413,554,27,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Edo,South South,Edo,,,,0,1581,972,324,298,34,0,609,648,33,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Rivers,South South,Rivers,,,,0,1436,806,327,300,37,0,630,479,37,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,1734,1027,410,357,59,0,707,617,59,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Lagos,South West,Lagos,,,,0,1349,880,320,274,50,0,469,560,50,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Ogun,South West,Ogun,,,,0,2047,1471,514,430,87,0,576,957,87,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Ondo,South West,Ondo,,,,0,1324,943,340,314,38,0,381,603,38,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Osun,South West,Osun,,,,0,1075,713,269,244,32,0,362,444,32,1.5
2019/2020,Female,all,NECO,1-year,College of Education,state,Oyo,South West,Oyo,,,,0,2054,1264,520,434,90,0,790,744,90,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Benue,North Central,Benue,,,,0,1509,1028,386,342,46,0,481,642,46,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,1505,926,326,294,34,0,579,600,34,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,1332,773,267,263,22,0,559,506,22,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,1755,1033,405,331,78,0,722,628,78,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,1066,694,276,236,42,0,372,418,42,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Niger,North Central,Niger,,,,0,1327,942,326,287,40,0,385,616,40,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,1201,862,311,288,30,0,339,551,30,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,1391,953,342,345,24,0,438,611,20,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,870,533,208,195,25,0,337,325,25,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Borno,North East,Borno,,,,0,1392,803,305,262,48,0,589,498,48,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,1336,779,297,277,35,0,557,482,35,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,1475,961,385,342,55,0,514,576,55,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,1451,1053,372,350,43,0,398,681,43,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,1333,968,344,294,57,0,365,624,57,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,829,561,198,187,22,0,268,363,22,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Kano,North West,Kano,,,,0,1739,1045,358,336,32,0,694,687,32,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,1525,892,334,294,46,0,633,558,46,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,1259,733,282,227,55,0,526,451,55,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,1110,738,283,263,30,0,372,455,30,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,1358,990,350,338,32,0,368,640,32,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Abia,South East,Abia,,,,0,1180,864,349,318,38,0,316,515,38,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,1295,885,354,310,47,0,410,531,47,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,1022,637,272,230,44,0,385,365,44,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,1891,1088,418,378,50,0,803,670,50,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Imo,South East,Imo,,,,0,1528,901,358,317,47,0,627,543,47,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,1196,782,269,240,34,0,414,513,34,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,1142,823,275,242,38,0,319,548,38,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,1462,1067,433,379,60,0,395,634,60,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Delta,South South,Delta,,,,0,1734,1186,437,398,53,0,548,749,53,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Edo,South South,Edo,,,,0,997,605,192,189,12,0,392,413,11,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,1719,967,361,332,40,0,752,606,40,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,771,463,162,151,12,0,308,301,12,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,2742,1783,649,561,95,0,959,1134,95,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,1477,1061,363,320,49,0,416,698,49,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,1599,1151,445,404,48,0,448,706,48,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Osun,South West,Osun,,,,0,1477,993,367,333,42,0,484,626,42,1.5
2019/2020,Female,all,NECO,1-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,931,564,216,173,44,0,367,348,44,1.5
2019/2020,Female,all,NECO,1-year,University,state,Benue,North Central,Benue,,,,0,1330,912,340,310,37,0,418,572,37,1.5
2019/2020,Female,all,NECO,1-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,1147,694,249,205,47,0,453,445,47,1.5
2019/2020,Female,all,NECO,1-year,University,state,Kogi,North Central,Kogi,,,,0,1810,1039,338,320,36,0,771,701,36,1.5
2019/2020,Female,all,NECO,1-year,University,state,Kwara,North Central,Kwara,,,,0,1467,868,328,295,38,0,599,540,38,1.5
2019/2020,Female,all,NECO,1-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,1125,721,277,254,29,0,404,444,29,1.5
2019/2020,Female,all,NECO,1-year,University,state,Niger,North Central,Niger,,,,0,1409,988,348,282,67,0,421,640,67,1.5
2019/2020,Female,all,NECO,1-year,University,state,Plateau,North Central,Plateau,,,,0,1689,1215,425,371,60,0,474,790,60,1.5
2019/2020,Female,all,NECO,1-year,University,state,Adamawa,North East,Adamawa,,,,0,1672,1142,453,415,65,0,530,689,63,1.5
2019/2020,Female,all,NECO,1-year,University,state,Bauchi,North East,Bauchi,,,,0,1435,872,314,291,43,0,563,558,43,1.5
2019/2020,Female,all,NECO,1-year,University,state,Borno,North East,Borno,,,,0,1380,789,287,266,30,0,591,502,30,1.5
2019/2020,Female,all,NECO,1-year,University,state,Gombe,North East,Gombe,,,,0,826,482,173,161,19,0,344,309,19,1.5
2019/2020,Female,all,NECO,1-year,University,state,Taraba,North East,Taraba,,,,0,823,534,210,169,44,0,289,324,44,1.5
2019/2020,Female,all,NECO,1-year,University,state,Yobe,North East,Yobe,,,,0,1089,761,288,240,55,0,328,473,55,1.5
2019/2020,Female,all,NECO,1-year,University,state,Jigawa,North West,Jigawa,,,,0,1374,990,360,308,61,0,384,630,61,1.5
2019/2020,Female,all,NECO,1-year,University,state,Kaduna,North West,Kaduna,,,,0,2434,1628,565,532,57,0,806,1063,57,1.5
2019/2020,Female,all,NECO,1-year,University,state,Kano,North West,Kano,,,,0,2146,1328,511,438,81,0,818,817,81,1.5
2019/2020,Female,all,NECO,1-year,University,state,Katsina,North West,Katsina,,,,0,1495,846,304,272,39,0,649,542,39,1.5
2019/2020,Female,all,NECO,1-year,University,state,Kebbi,North West,Kebbi,,,,0,1676,1001,383,326,58,0,675,618,58,1.5
2019/2020,Female,all,NECO,1-year,University,state,Sokoto,North West,Sokoto,,,,0,2085,1349,525,483,67,0,736,824,67,1.5
2019/2020,Female,all,NECO,1-year,University,state,Zamfara,North West,Zamfara,,,,0,1173,840,313,282,43,0,333,527,43,1.5
2019/2020,Female,all,NECO,1-year,University,state,Abia,South East,Abia,,,,0,1451,1039,410,357,56,0,412,629,56,1.5
2019/2020,Female,all,NECO,1-year,University,state,Anambra,South East,Anambra,,,,0,1627,1105,431,373,61,0,522,674,61,1.5
2019/2020,Female,all,NECO,1-year,University,state,Ebonyi,South East,Ebonyi,,,,0,2009,1212,442,396,55,0,797,770,55,1.5
2019/2020,Female,all,NECO,1-year,University,state,Enugu,South East,Enugu,,,,0,1122,647,258,238,26,0,475,389,26,1.5
2019/2020,Female,all,NECO,1-year,University,state,Imo,South East,Imo,,,,0,1336,790,309,276,39,0,546,481,39,1.5
2019/2020,Female,all,NECO,1-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,1527,998,340,319,30,0,529,658,30,1.5
2019/2020,Female,all,NECO,1-year,University,state,Bayelsa,South South,Bayelsa,,,,0,552,397,137,140,5,0,155,260,5,1.5
2019/2020,Female,all,NECO,1-year,University,state,Cross River,South South,Cross River,,,,0,1110,788,287,256,38,0,322,501,38,1.5
2019/2020,Female,all,NECO,1-year,University,state,Delta,South South,Delta,,,,0,1239,830,308,278,39,0,409,522,39,1.5
2019/2020,Female,all,NECO,1-year,University,state,Edo,South South,Edo,,,,0,1654,1005,333,295,48,0,649,672,46,1.5
2019/2020,Female,all,NECO,1-year,University,state,Rivers,South South,Rivers,,,,0,1480,847,339,301,46,0,633,508,46,1.5
2019/2020,Female,all,NECO,1-year,University,state,Ekiti,South West,Ekiti,,,,0,1275,762,288,241,49,0,513,474,49,1.5
2019/2020,Female,all,NECO,1-year,University,state,Lagos,South West,Lagos,,,,0,2400,1592,548,494,65,0,808,1044,65,1.5
2019/2020,Female,all,NECO,1-year,University,state,Ogun,South West,Ogun,,,,0,1123,776,262,246,24,0,347,514,24,1.5
2019/2020,Female,all,NECO,1-year,University,state,Ondo,South West,Ondo,,,,0,1348,976,372,332,42,0,372,604,42,1.5
2019/2020,Female,all,NECO,1-year,University,state,Osun,South West,Osun,,,,0,1316,905,343,307,44,0,411,562,44,1.5
2019/2020,Female,all,NECO,1-year,University,state,Oyo,South West,Oyo,,,,0,1740,1061,390,352,44,0,679,671,44,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Benue,North Central,Benue,,,,0,931,645,249,213,41,0,286,396,41,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,1159,715,255,218,46,0,444,460,46,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Kogi,North Central,Kogi,,,,0,906,516,180,174,20,0,390,336,20,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Kwara,North Central,Kwara,,,,0,768,453,166,149,21,0,315,287,21,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,792,517,213,190,27,0,275,304,27,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Niger,North Central,Niger,,,,0,1100,794,275,229,47,0,306,519,47,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Plateau,North Central,Plateau,,,,0,790,573,211,187,29,0,217,362,29,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,918,625,241,229,32,0,293,384,28,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,1140,689,230,223,24,0,451,459,24,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Borno,North East,Borno,,,,0,789,447,151,139,16,0,342,296,16,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Gombe,North East,Gombe,,,,0,896,532,208,195,26,0,364,324,26,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Taraba,North East,Taraba,,,,0,1069,700,258,255,18,0,369,442,18,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Yobe,North East,Yobe,,,,0,745,524,183,176,18,0,221,341,18,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,978,729,274,226,53,0,249,455,53,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,1334,905,302,261,52,0,429,603,52,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Kano,North West,Kano,,,,0,1337,813,271,240,40,0,524,542,40,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Katsina,North West,Katsina,,,,0,1098,624,226,193,41,0,474,398,41,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,676,409,157,139,20,0,267,252,20,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,993,665,248,243,22,0,328,417,22,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,1135,822,284,262,40,0,313,538,40,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Abia,South East,Abia,,,,0,1086,785,301,249,59,0,301,484,59,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Anambra,South East,Anambra,,,,0,1086,731,280,255,28,0,355,451,28,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,443,267,91,91,6,0,176,176,6,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Enugu,South East,Enugu,,,,0,850,486,194,158,40,0,364,292,40,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Imo,South East,Imo,,,,0,887,526,199,169,33,0,361,327,33,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,772,516,181,174,12,0,256,335,12,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,1009,710,238,200,42,0,299,472,42,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Cross River,South South,Cross River,,,,0,809,587,228,197,37,0,222,359,37,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Delta,South South,Delta,,,,0,810,549,175,161,24,0,261,374,24,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Edo,South South,Edo,,,,0,986,610,204,184,29,0,376,406,28,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Rivers,South South,Rivers,,,,0,906,514,205,189,27,0,392,309,27,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,1107,657,254,221,36,0,450,403,36,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Lagos,South West,Lagos,,,,0,848,548,204,180,26,0,300,344,26,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Ogun,South West,Ogun,,,,0,1268,910,311,265,53,0,358,599,53,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Ondo,South West,Ondo,,,,0,823,585,219,191,35,0,238,366,35,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Osun,South West,Osun,,,,0,678,454,166,151,23,0,224,288,23,1.5
2019/2020,Female,all,NECO,2-year,College of Education,state,Oyo,South West,Oyo,,,,0,1313,804,314,285,37,0,509,490,37,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Benue,North Central,Benue,,,,0,942,638,240,210,36,0,304,398,36,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,968,591,202,177,30,0,377,389,30,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,829,466,161,145,26,0,363,305,26,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,1093,657,242,223,29,0,436,415,29,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,680,444,172,151,25,0,236,272,25,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Niger,North Central,Niger,,,,0,849,604,212,175,38,0,245,392,38,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,797,565,212,183,32,0,232,353,32,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,867,612,234,228,26,0,255,378,26,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,558,345,104,112,5,0,213,241,5,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Borno,North East,Borno,,,,0,889,521,195,166,32,0,368,326,32,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,820,486,178,155,32,0,334,308,32,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,923,599,232,225,21,0,324,367,21,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,913,666,243,224,33,0,247,423,33,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,864,630,210,207,12,0,234,420,12,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,521,354,131,105,30,0,167,223,30,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Kano,North West,Kano,,,,0,1077,645,228,183,49,0,432,417,49,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,969,566,214,194,28,0,403,352,28,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,783,468,173,151,24,0,315,295,24,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,707,470,183,167,28,0,237,287,28,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,864,626,225,198,38,0,238,401,38,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Abia,South East,Abia,,,,0,747,553,221,199,25,0,194,332,25,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,819,562,227,193,37,0,257,335,37,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,658,406,164,146,24,0,252,242,24,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,1220,704,269,250,30,0,516,435,30,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Imo,South East,Imo,,,,0,967,568,226,201,30,0,399,342,30,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,748,495,168,157,18,0,253,327,18,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,736,529,184,162,24,0,207,345,24,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,948,690,281,254,35,0,258,409,35,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Delta,South South,Delta,,,,0,1134,779,295,261,48,0,355,484,48,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Edo,South South,Edo,,,,0,634,378,132,99,34,0,256,246,34,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,1123,636,242,200,46,0,487,394,46,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,494,288,113,89,25,0,206,175,25,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,1688,1108,384,334,55,0,580,724,55,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,961,693,230,207,30,0,268,463,30,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,1044,749,305,260,49,0,295,444,49,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Osun,South West,Osun,,,,0,948,633,233,195,45,0,315,400,45,1.5
2019/2020,Female,all,NECO,2-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,569,350,125,109,17,0,219,225,17,1.5
2019/2020,Female,all,NECO,2-year,University,state,Benue,North Central,Benue,,,,0,826,572,217,169,49,0,254,355,49,1.5
2019/2020,Female,all,NECO,2-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,738,446,145,142,8,0,292,301,8,1.5
2019/2020,Female,all,NECO,2-year,University,state,Kogi,North Central,Kogi,,,,0,1168,664,220,221,16,0,504,444,16,1.5
2019/2020,Female,all,NECO,2-year,University,state,Kwara,North Central,Kwara,,,,0,964,569,228,181,52,0,395,341,52,1.5
2019/2020,Female,all,NECO,2-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,714,468,179,161,21,0,246,289,21,1.5
2019/2020,Female,all,NECO,2-year,University,state,Niger,North Central,Niger,,,,0,880,618,209,177,35,0,262,409,35,1.5
2019/2020,Female,all,NECO,2-year,University,state,Plateau,North Central,Plateau,,,,0,1051,768,271,239,39,0,283,497,39,1.5
2019/2020,Female,all,NECO,2-year,University,state,Adamawa,North East,Adamawa,,,,0,1060,731,286,264,41,0,329,445,39,1.5
2019/2020,Female,all,NECO,2-year,University,state,Bauchi,North East,Bauchi,,,,0,908,562,195,175,34,0,346,367,34,1.5
2019/2020,Female,all,NECO,2-year,University,state,Borno,North East,Borno,,,,0,866,491,192,160,40,0,375,299,40,1.5
2019/2020,Female,all,NECO,2-year,University,state,Gombe,North East,Gombe,,,,0,536,310,115,111,12,0,226,195,12,1.5
2019/2020,Female,all,NECO,2-year,University,state,Taraba,North East,Taraba,,,,0,525,339,121,112,16,0,186,218,16,1.5
2019/2020,Female,all,NECO,2-year,University,state,Yobe,North East,Yobe,,,,0,721,516,175,184,6,0,205,341,6,1.5
2019/2020,Female,all,NECO,2-year,University,state,Jigawa,North West,Jigawa,,,,0,879,621,217,194,30,0,258,404,30,1.5
2019/2020,Female,all,NECO,2-year,University,state,Kaduna,North West,Kaduna,,,,0,1557,1054,334,324,30,0,503,720,30,1.5
2019/2020,Female,all,NECO,2-year,University,state,Kano,North West,Kano,,,,0,1379,849,306,268,49,0,530,543,49,1.5
2019/2020,Female,all,NECO,2-year,University,state,Katsina,North West,Katsina,,,,0,915,512,171,161,20,0,403,341,20,1.5
2019/2020,Female,all,NECO,2-year,University,state,Kebbi,North West,Kebbi,,,,0,1069,625,240,206,38,0,444,385,38,1.5
