session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Female,Disabled,Public,JSS,JSS1,JSS1,22,0,1,1,14.65,0,0.0,22.0,22.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,55,1,1,1,14.15,0,55.0,55.0,55.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Female,Disabled,Public,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,3,1,4,1
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,ALL,Private,JSS,JSS1,JSS1,113,0,3,1,29.3,0,0.0,37.6667,113.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,189,0,5,1,28.3,0,0.0,37.8,189.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,ALL,Private,SSS,SSS1,SSS1,130,0,3,1,30.3,0,0.0,43.3333,130.0,1,1,1,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,ALL,Public,JSS,JSS1,JSS1,288,1,7,4,29.3,0,288.0,41.1429,72.0,2,2,1,3,8,3
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,886,2,22,9,28.3,0,443.0,40.2727,98.4444,9,4,2,6,19,7
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,ALL,Public,SSS,SSS1,SSS1,234,1,6,4,30.3,0,234.0,39.0,58.5,1,2,1,2,7,3
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,14.65,0,0.0,9.0,9.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,14.15,0,0.0,12.0,12.0,0,0,0,1,1,1
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,Disabled,Private,SSS,SSS1,SSS1,12,0,1,1,15.15,0,0.0,12.0,12.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,Disabled,Public,JSS,JSS1,JSS1,23,0,1,1,14.65,0,0.0,23.0,23.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,61,1,2,1,14.15,0,61.0,30.5,61.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Kalio,"Community Secondary School, Kalio",Male,Disabled,Public,SSS,SSS1,SSS1,8,0,1,1,15.15,0,0.0,8.0,8.0,0,1,3,1,4,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,ALL,Private,JSS,JSS1,JSS1,130,0,2,1,29.3,0,0.0,65.0,130.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,193,0,5,1,28.3,0,0.0,38.6,193.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,ALL,Private,SSS,SSS1,SSS1,122,0,3,1,30.3,0,0.0,40.6667,122.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,ALL,Public,JSS,JSS1,JSS1,286,1,4,2,29.3,0,286.0,71.5,143.0,2,2,1,3,8,3
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,794,2,19,5,28.3,0,397.0,41.7895,158.8,8,4,2,6,19,7
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,ALL,Public,SSS,SSS1,SSS1,236,1,4,1,30.3,0,236.0,59.0,236.0,1,2,1,2,7,3
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,Disabled,Private,JSS,JSS1,JSS1,10,0,1,1,14.65,0,0.0,10.0,10.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,14.15,0,0.0,12.0,12.0,0,0,0,1,1,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,Disabled,Private,SSS,SSS1,SSS1,11,0,1,1,15.15,0,0.0,11.0,11.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,Disabled,Public,JSS,JSS1,JSS1,22,0,1,1,14.65,0,0.0,22.0,22.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,55,1,1,1,14.15,0,55.0,55.0,55.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Female,Disabled,Public,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,3,1,4,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,ALL,Private,JSS,JSS1,JSS1,113,0,2,1,29.3,0,0.0,56.5,113.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,189,0,5,1,28.3,0,0.0,37.8,189.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,ALL,Private,SSS,SSS1,SSS1,130,0,3,1,30.3,0,0.0,43.3333,130.0,1,1,1,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,ALL,Public,JSS,JSS1,JSS1,288,1,4,2,29.3,0,288.0,72.0,144.0,2,2,1,3,8,3
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,886,2,21,5,28.3,0,443.0,42.1905,177.2,9,4,2,6,19,7
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,ALL,Public,SSS,SSS1,SSS1,234,1,4,1,30.3,0,234.0,58.5,234.0,1,2,1,2,7,3
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,14.65,0,0.0,9.0,9.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,14.15,0,0.0,12.0,12.0,0,0,0,1,1,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,Disabled,Private,SSS,SSS1,SSS1,12,0,1,1,15.15,0,0.0,12.0,12.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,Disabled,Public,JSS,JSS1,JSS1,23,0,1,1,14.65,0,0.0,23.0,23.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,61,1,1,1,14.15,0,61.0,61.0,61.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Kalio,"Comprehensive High School, Kalio",Male,Disabled,Public,SSS,SSS1,SSS1,8,0,1,1,15.15,0,0.0,8.0,8.0,0,1,3,1,4,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,ALL,Private,JSS,JSS1,JSS1,130,0,3,1,29.3,0,0.0,43.3333,130.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,193,0,6,3,28.3,0,0.0,32.1667,64.3333,2,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,ALL,Private,SSS,SSS1,SSS1,122,0,3,1,30.3,0,0.0,40.6667,122.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,ALL,Public,JSS,JSS1,JSS1,286,1,6,5,29.3,0,286.0,47.6667,57.2,2,2,1,3,8,3
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,794,2,15,6,28.3,0,397.0,52.9333,132.3333,8,4,2,6,19,7
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,ALL,Public,SSS,SSS1,SSS1,236,1,4,1,30.3,0,236.0,59.0,236.0,1,2,1,2,7,3
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,Disabled,Private,JSS,JSS1,JSS1,10,0,1,1,14.65,0,0.0,10.0,10.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,14.15,0,0.0,12.0,12.0,0,0,0,1,1,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,Disabled,Private,SSS,SSS1,SSS1,11,0,1,1,15.15,0,0.0,11.0,11.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,Disabled,Public,JSS,JSS1,JSS1,22,0,1,1,14.65,0,0.0,22.0,22.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,55,1,1,1,14.15,0,55.0,55.0,55.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Female,Disabled,Public,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,3,1,4,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,ALL,Private,JSS,JSS1,JSS1,113,0,3,1,29.3,0,0.0,37.6667,113.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,189,0,6,3,28.3,0,0.0,31.5,63.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,ALL,Private,SSS,SSS1,SSS1,130,0,3,1,30.3,0,0.0,43.3333,130.0,1,1,1,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,ALL,Public,JSS,JSS1,JSS1,288,1,6,5,29.3,0,288.0,48.0,57.6,2,2,1,3,8,3
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,886,2,17,6,28.3,0,443.0,52.1176,147.6667,9,4,2,6,19,7
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,ALL,Public,SSS,SSS1,SSS1,234,1,4,1,30.3,0,234.0,58.5,234.0,1,2,1,2,7,3
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,14.65,0,0.0,9.0,9.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,14.15,0,0.0,12.0,12.0,0,0,0,1,1,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,Disabled,Private,SSS,SSS1,SSS1,12,0,1,1,15.15,0,0.0,12.0,12.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,Disabled,Public,JSS,JSS1,JSS1,23,0,1,1,14.65,0,0.0,23.0,23.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,61,1,1,1,14.15,0,61.0,61.0,61.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Kalio,"Government Secondary School, Kalio",Male,Disabled,Public,SSS,SSS1,SSS1,8,0,1,1,15.15,0,0.0,8.0,8.0,0,1,3,1,4,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,ALL,Private,JSS,JSS1,JSS1,130,0,4,1,29.3,0,0.0,32.5,130.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,193,0,4,1,28.3,0,0.0,48.25,193.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,ALL,Private,SSS,SSS1,SSS1,122,0,3,3,30.3,0,0.0,40.6667,40.6667,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,ALL,Public,JSS,JSS1,JSS1,286,1,7,2,29.3,0,286.0,40.8571,143.0,2,2,1,3,8,3
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,794,2,15,8,28.3,0,397.0,52.9333,99.25,8,4,2,6,19,7
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,ALL,Public,SSS,SSS1,SSS1,236,1,5,2,30.3,0,236.0,47.2,118.0,1,2,1,2,7,3
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,Disabled,Private,JSS,JSS1,JSS1,10,0,1,1,14.65,0,0.0,10.0,10.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,14.15,0,0.0,12.0,12.0,0,0,0,1,1,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,Disabled,Private,SSS,SSS1,SSS1,11,0,1,1,15.15,0,0.0,11.0,11.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,Disabled,Public,JSS,JSS1,JSS1,22,0,1,1,14.65,0,0.0,22.0,22.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,55,1,1,1,14.15,0,55.0,55.0,55.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Female,Disabled,Public,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,3,1,4,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,ALL,Private,JSS,JSS1,JSS1,113,0,3,1,29.3,0,0.0,37.6667,113.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,189,0,4,1,28.3,0,0.0,47.25,189.0,2,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,ALL,Private,SSS,SSS1,SSS1,130,0,4,3,30.3,0,0.0,32.5,43.3333,1,1,1,1,4,2
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,ALL,Public,JSS,JSS1,JSS1,288,1,7,2,29.3,0,288.0,41.1429,144.0,2,2,1,3,8,3
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,886,2,17,9,28.3,0,443.0,52.1176,98.4444,9,4,2,6,19,7
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,ALL,Public,SSS,SSS1,SSS1,234,1,5,2,30.3,0,234.0,46.8,117.0,1,2,1,2,7,3
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,14.65,0,0.0,9.0,9.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,14.15,0,0.0,12.0,12.0,0,0,0,1,1,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,Disabled,Private,SSS,SSS1,SSS1,12,0,1,1,15.15,0,0.0,12.0,12.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,Disabled,Public,JSS,JSS1,JSS1,23,0,1,1,14.65,0,0.0,23.0,23.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,61,1,1,1,14.15,0,61.0,61.0,61.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Kalio,"Unity College, Okrika",Male,Disabled,Public,SSS,SSS1,SSS1,8,0,1,1,15.15,0,0.0,8.0,8.0,0,1,3,1,4,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,ALL,Private,JSS,JSS1,JSS1,151,0,4,1,29.3,0,0.0,37.75,151.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,372,1,11,2,28.3,0,372.0,33.8182,186.0,4,2,1,3,9,3
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,ALL,Private,SSS,SSS1,SSS1,150,0,5,4,30.3,0,0.0,30.0,37.5,1,2,1,2,5,2
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,ALL,Public,JSS,JSS1,JSS1,377,1,6,2,29.3,0,377.0,62.8333,188.5,2,3,1,3,10,4
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,911,2,21,8,28.3,0,455.5,43.381,113.875,10,4,2,6,18,7
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,ALL,Public,SSS,SSS1,SSS1,302,1,6,2,30.3,0,302.0,50.3333,151.0,1,3,1,3,8,3
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,Disabled,Private,JSS,JSS1,JSS1,11,0,1,1,14.65,0,0.0,11.0,11.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,28,0,1,1,14.15,0,0.0,28.0,28.0,0,1,0,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,2,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,Disabled,Public,JSS,JSS1,JSS1,37,0,1,1,14.65,0,0.0,37.0,37.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,79,1,2,1,14.15,0,79.0,39.5,79.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Female,Disabled,Public,SSS,SSS1,SSS1,25,0,1,1,15.15,0,0.0,25.0,25.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,ALL,Private,JSS,JSS1,JSS1,150,0,4,1,29.3,0,0.0,37.5,150.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,412,1,13,2,28.3,0,412.0,31.6923,206.0,4,2,1,3,9,3
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,ALL,Private,SSS,SSS1,SSS1,158,0,5,4,30.3,0,0.0,31.6,39.5,1,2,1,2,5,2
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,ALL,Public,JSS,JSS1,JSS1,351,1,6,2,29.3,0,351.0,58.5,175.5,2,3,1,3,10,4
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,905,2,20,8,28.3,0,452.5,45.25,113.125,9,4,2,6,18,7
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,ALL,Public,SSS,SSS1,SSS1,297,1,6,2,30.3,0,297.0,49.5,148.5,1,3,1,3,8,3
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,Disabled,Private,JSS,JSS1,JSS1,11,0,1,1,14.65,0,0.0,11.0,11.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,31,0,1,1,14.15,0,0.0,31.0,31.0,0,1,0,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,Disabled,Private,SSS,SSS1,SSS1,8,0,1,1,15.15,0,0.0,8.0,8.0,0,1,2,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,Disabled,Public,JSS,JSS1,JSS1,34,0,1,1,14.65,0,0.0,34.0,34.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,79,1,2,1,14.15,0,79.0,39.5,79.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Ogan,"Community Secondary School, Ogan",Male,Disabled,Public,SSS,SSS1,SSS1,26,0,1,1,15.15,0,0.0,26.0,26.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,ALL,Private,JSS,JSS1,JSS1,151,0,4,1,29.3,0,0.0,37.75,151.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,372,1,10,4,28.3,0,372.0,37.2,93.0,4,2,1,3,9,3
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,ALL,Private,SSS,SSS1,SSS1,150,0,4,1,30.3,0,0.0,37.5,150.0,1,2,1,2,5,2
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,ALL,Public,JSS,JSS1,JSS1,377,1,7,7,29.3,0,377.0,53.8571,53.8571,2,3,1,3,10,4
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,911,2,20,5,28.3,0,455.5,45.55,182.2,10,4,2,6,18,7
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,ALL,Public,SSS,SSS1,SSS1,302,1,6,3,30.3,0,302.0,50.3333,100.6667,1,3,1,3,8,3
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,Disabled,Private,JSS,JSS1,JSS1,11,0,1,1,14.65,0,0.0,11.0,11.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,28,0,1,1,14.15,0,0.0,28.0,28.0,0,1,0,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,15.15,0,0.0,9.0,9.0,0,1,2,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,Disabled,Public,JSS,JSS1,JSS1,37,0,1,1,14.65,0,0.0,37.0,37.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,79,1,2,1,14.15,0,79.0,39.5,79.0,0,1,1,2,5,2
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Female,Disabled,Public,SSS,SSS1,SSS1,25,0,1,1,15.15,0,0.0,25.0,25.0,0,1,1,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,ALL,Private,JSS,JSS1,JSS1,150,0,4,1,29.3,0,0.0,37.5,150.0,1,1,0,1,4,2
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,412,1,11,4,28.3,0,412.0,37.4545,103.0,4,2,1,3,9,3
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,ALL,Private,SSS,SSS1,SSS1,158,0,4,2,30.3,0,0.0,39.5,79.0,1,2,1,2,5,2
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,ALL,Public,JSS,JSS1,JSS1,351,1,6,7,29.3,0,351.0,58.5,50.1429,2,3,1,3,10,4
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,905,2,20,5,28.3,0,452.5,45.25,181.0,9,4,2,6,18,7
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,ALL,Public,SSS,SSS1,SSS1,297,1,5,3,30.3,0,297.0,59.4,99.0,1,3,1,3,8,3
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,Disabled,Private,JSS,JSS1,JSS1,11,0,1,1,14.65,0,0.0,11.0,11.0,0,1,1,1,2,1
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,31,0,1,1,14.15,0,0.0,31.0,31.0,0,1,0,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,Disabled,Private,SSS,SSS1,SSS1,8,0,1,1,15.15,0,0.0,8.0,8.0,0,1,2,1,3,1
2022/2023,South South,Rivers,Okrika,Ogan,"Comprehensive High School, Ogan",Male,Disabled,Public,JSS,JSS1,JSS1,34,0,1,1,14.65,0,0.0,34.0,34.0,0,1,1,1,3,1
