session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2022/2023,South South,Bayelsa,Ogbia,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,South South,Bayelsa,Ogbia,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Bayelsa Medical University, Yenagoa, Bayelsa State",Female,disabled,STEMM,Medicine / Health Sciences,Physiology,4,4
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Female,disabled,Non-STEMM,Social Sciences,Entrepreneurship,73,67
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Female,disabled,STEMM,Computing / ICT,Software Engineering,40,36
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Female,disabled,STEMM,Physical Sciences,Physics,7,6
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Female,disabled,Non-STEMM,Social Sciences,Entrepreneurship,73,67
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Female,disabled,STEMM,Computing / ICT,Software Engineering,40,36
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Female,disabled,STEMM,Physical Sciences,Physics,7,6
2022/2023,South South,Bayelsa,Brass,Polytechnic,Other Polytechnic Admissions - Bayelsa 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,9,8
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,College of Education,Other Small Institution Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,South South,Bayelsa,Ogbia,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South South,Bayelsa,Ogbia,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,1,1
2022/2023,South South,Bayelsa,Ogbia,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Bayelsa Medical University, Yenagoa, Bayelsa State",Male,disabled,STEMM,Medicine / Health Sciences,Physiology,3,3
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Male,disabled,Non-STEMM,Social Sciences,Entrepreneurship,66,60
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Male,disabled,STEMM,Computing / ICT,Software Engineering,52,48
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 1,Male,disabled,STEMM,Physical Sciences,Physics,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Male,disabled,Non-STEMM,Social Sciences,Entrepreneurship,66,60
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Male,disabled,STEMM,Computing / ICT,Software Engineering,52,48
2022/2023,South South,Bayelsa,Yenegoa,University,Other University Admissions - Bayelsa 2,Male,disabled,STEMM,Physical Sciences,Physics,9,8
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Female,disabled,Non-STEMM,Education,Business Education,37,34
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,15,14
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Female,disabled,STEMM,Physical Sciences,Physics,2,1
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Female,disabled,Non-STEMM,Education,Business Education,37,34
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,15,14
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Female,disabled,STEMM,Physical Sciences,Physics,2,1
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Female,disabled,Non-STEMM,Education,Business Education,37,34
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,15,14
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Female,disabled,STEMM,Physical Sciences,Physics,1,1
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Female,disabled,Non-STEMM,Education,Business Education,37,34
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,15,14
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Female,disabled,STEMM,Physical Sciences,Physics,1,1
2022/2023,North Central,Benue,Makurdi,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,1,1
2022/2023,North Central,Benue,Makurdi,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,1,1
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Female,disabled,STEMM,Engineering,Chemical Engineering,13,12
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,1
2022/2023,North Central,Benue,Oturkpo,College of Education,Other College of Education Admissions - Benue 1,Female,disabled,Non-STEMM,ART,Philosophy,14,13
2022/2023,North Central,Benue,Oturkpo,College of Education,Other College of Education Admissions - Benue 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,North Central,Benue,Oturkpo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Male,disabled,Non-STEMM,Education,Business Education,38,34
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,13,12
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 1,Male,disabled,STEMM,Physical Sciences,Physics,2,2
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Male,disabled,Non-STEMM,Education,Business Education,38,34
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,13,12
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 2,Male,disabled,STEMM,Physical Sciences,Physics,2,2
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Male,disabled,Non-STEMM,Education,Business Education,38,34
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,13,12
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 3,Male,disabled,STEMM,Physical Sciences,Physics,2,2
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Male,disabled,Non-STEMM,Education,Business Education,37,34
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,13,12
2022/2023,North Central,Benue,Gboko,University,Other University Admissions - Benue 4,Male,disabled,STEMM,Physical Sciences,Physics,2,2
2022/2023,North Central,Benue,Makurdi,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,North Central,Benue,Makurdi,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Male,disabled,STEMM,Engineering,Chemical Engineering,22,20
2022/2023,North Central,Benue,Makurdi,Polytechnic,Other Polytechnic Admissions - Benue 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2022/2023,North Central,Benue,Oturkpo,College of Education,Other College of Education Admissions - Benue 1,Male,disabled,Non-STEMM,ART,Philosophy,16,14
2022/2023,North Central,Benue,Oturkpo,College of Education,Other College of Education Admissions - Benue 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,North Central,Benue,Oturkpo,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,North East,Borno,Biu,College of Education,Other College of Education Admissions - Borno 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,22,21
2022/2023,North East,Borno,Jere,Polytechnic,Other Polytechnic Admissions - Borno 1,Female,disabled,STEMM,Engineering,Petroleum Engineering,40,37
2022/2023,North East,Borno,Jere,University,University of Maiduguri,Female,disabled,Non-STEMM,Social Sciences,Criminology and Security Studies,561,517
2022/2023,North East,Borno,Jere,University,University of Maiduguri,Female,disabled,STEMM,Physical Sciences,Physics,28,25
2022/2023,North East,Borno,Maiduguri,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,North East,Borno,Maiduguri,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,North East,Borno,Biu,College of Education,Other College of Education Admissions - Borno 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,29,26
2022/2023,North East,Borno,Chibok,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,2,1
2022/2023,North East,Borno,Jere,Polytechnic,Other Polytechnic Admissions - Borno 1,Male,disabled,STEMM,Engineering,Petroleum Engineering,56,52
2022/2023,North East,Borno,Jere,University,University of Maiduguri,Male,disabled,Non-STEMM,Social Sciences,Criminology and Security Studies,558,513
2022/2023,North East,Borno,Jere,University,University of Maiduguri,Male,disabled,STEMM,Physical Sciences,Physics,36,34
2022/2023,North East,Borno,Maiduguri,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,5,5
2022/2023,North East,Borno,Maiduguri,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South South,Cross River,Abi,College of Education,Other College of Education Admissions - Cross River 1,Female,disabled,Non-STEMM,ART,Theology,1,1
2022/2023,South South,Cross River,Abi,College of Education,Other College of Education Admissions - Cross River 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2022/2023,South South,Cross River,Abi,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,0,0
2022/2023,South South,Cross River,Abi,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,0,0
2022/2023,South South,Cross River,Calabar Municipal,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2022/2023,South South,Cross River,Calabar Municipal,University,Other University Admissions - Cross River 1,Female,disabled,STEMM,Agriculture,Animal Science,0,0
2022/2023,South South,Cross River,Calabar South,Polytechnic,Other Polytechnic Admissions - Cross River 1,Female,disabled,STEMM,Engineering,Petroleum Engineering,0,0
2022/2023,South South,Cross River,Calabar South,Polytechnic,Other Polytechnic Admissions - Cross River 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,0,0
2022/2023,South South,Cross River,Calabar South,University,"University of Calabar, Calabar, Cross River State",Female,disabled,Non-STEMM,ART,Theatre Arts,1,1
2022/2023,South South,Cross River,Calabar South,University,"University of Calabar, Calabar, Cross River State",Female,disabled,STEMM,Engineering,Computer Engineering,3,3
2022/2023,South South,Cross River,Calabar South,University,"University of Calabar, Calabar, Cross River State",Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,0,0
2022/2023,South South,Cross River,Abi,College of Education,Other College of Education Admissions - Cross River 1,Male,disabled,Non-STEMM,ART,Theology,0,0
2022/2023,South South,Cross River,Abi,College of Education,Other College of Education Admissions - Cross River 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2022/2023,South South,Cross River,Abi,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,0,0
2022/2023,South South,Cross River,Abi,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,0,0
2022/2023,South South,Cross River,Calabar Municipal,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2022/2023,South South,Cross River,Calabar Municipal,University,Other University Admissions - Cross River 1,Male,disabled,STEMM,Agriculture,Animal Science,0,0
2022/2023,South South,Cross River,Calabar South,Polytechnic,Other Polytechnic Admissions - Cross River 1,Male,disabled,STEMM,Engineering,Petroleum Engineering,0,0
2022/2023,South South,Cross River,Calabar South,Polytechnic,Other Polytechnic Admissions - Cross River 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,0,0
2022/2023,South South,Cross River,Calabar South,University,"University of Calabar, Calabar, Cross River State",Male,disabled,Non-STEMM,ART,Theatre Arts,1,1
2022/2023,South South,Cross River,Calabar South,University,"University of Calabar, Calabar, Cross River State",Male,disabled,STEMM,Engineering,Computer Engineering,4,4
2022/2023,South South,Cross River,Calabar South,University,"University of Calabar, Calabar, Cross River State",Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,0,0
2022/2023,South South,Delta,Oshimili North,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,58,54
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Female,disabled,STEMM,Agriculture,Animal Science,1,1
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Female,disabled,STEMM,Physical Sciences,Chemistry,3,3
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,58,53
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Female,disabled,STEMM,Agriculture,Animal Science,1,1
