session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,Arabic Studies,11,9,8
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,English Language,10,7,7
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,Igbo,18,14,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,Linguistics,14,11,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Languages,Yoruba,16,12,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Accounting,13,11,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Banking and Finance,19,14,13
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Business Administration,15,12,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Economics,12,10,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Geography,19,16,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,International Relations,16,13,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Mass Communication,11,9,8
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Political Science,14,11,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Psychology,17,12,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Public Administration,17,13,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,Non-STEMM,Social Sciences,Sociology,15,12,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Computing / ICT,Computer Science,13,10,9
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Engineering,Chemical Engineering,17,13,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Engineering,Civil Engineering,16,13,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Engineering,Electrical Engineering,14,11,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Engineering,Petroleum Engineering,20,15,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Mathematics / Statistics,Actuarial Science,20,15,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Mathematics / Statistics,Mathematics,12,10,8
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Mathematics / Statistics,Operations Research,20,15,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Mathematics / Statistics,Statistics,14,12,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Medicine / Health Sciences,Anatomy,17,13,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Medicine / Health Sciences,Medicine and Surgery,9,8,6
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Medicine / Health Sciences,Nursing Science,12,9,7
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Medicine / Health Sciences,Public Health,17,14,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Science,Chemistry,14,11,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Science,Geology,14,12,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Science,Physics,12,10,9
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Science,Plant Science,18,14,13
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Technology / ICT,Cybersecurity,19,16,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Technology / ICT,Data Science,20,16,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Technology / ICT,Information Technology,17,12,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,all,STEMM,Technology / ICT,Software Engineering,19,16,16
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Arts,English and Literary Studies,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Arts,Law,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Arts / Humanities,Philosophy,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Arts / Humanities,Religious Studies,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Arts / Humanities,Theatre Arts,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Business / Administration / Law,Marketing,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Communication / Media,Broadcasting,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Communication / Media,Development Communication,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Education,Curriculum Studies,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Education,Educational Technology,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Education,Guidance and Counselling,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Education,Primary Education Studies,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Languages,Arabic Studies,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Languages,English Language,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Languages,Igbo,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Languages,Linguistics,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Languages,Yoruba,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Accounting,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Banking and Finance,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Economics,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Geography,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,International Relations,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Mass Communication,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Political Science,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Psychology,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Public Administration,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,Non-STEMM,Social Sciences,Sociology,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Computing / ICT,Computer Science,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Engineering,Chemical Engineering,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Engineering,Civil Engineering,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Engineering,Electrical Engineering,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Engineering,Petroleum Engineering,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Mathematics / Statistics,Actuarial Science,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Mathematics / Statistics,Mathematics,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Mathematics / Statistics,Operations Research,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Mathematics / Statistics,Statistics,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Medicine / Health Sciences,Nursing Science,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Medicine / Health Sciences,Public Health,1,1,0
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Science,Chemistry,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Science,Geology,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Science,Physics,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Science,Plant Science,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Technology / ICT,Cybersecurity,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Technology / ICT,Data Science,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Technology / ICT,Information Technology,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Female,disabled,STEMM,Technology / ICT,Software Engineering,1,1,1
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Arts,English and Literary Studies,12,9,7
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Arts,Law,19,15,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Arts / Humanities,History and International Studies,14,11,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Arts / Humanities,Philosophy,17,13,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Arts / Humanities,Religious Studies,20,17,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Arts / Humanities,Theatre Arts,22,16,15
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Business / Administration / Law,Marketing,20,15,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Communication / Media,Broadcasting,15,12,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Communication / Media,Development Communication,18,15,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Communication / Media,Public Relations,18,14,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Education,Curriculum Studies,19,16,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Education,Educational Technology,18,14,13
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Education,Guidance and Counselling,15,12,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Education,Primary Education Studies,18,14,13
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Languages,Arabic Studies,12,10,9
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Languages,English Language,10,7,7
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Languages,Igbo,18,14,13
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Languages,Linguistics,13,10,9
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Languages,Yoruba,17,12,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Accounting,14,12,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Banking and Finance,20,16,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Business Administration,17,14,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Economics,11,9,8
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Geography,17,14,13
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,International Relations,19,15,14
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Mass Communication,10,8,7
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Political Science,14,11,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Psychology,17,12,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Public Administration,15,12,11
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,Non-STEMM,Social Sciences,Sociology,17,13,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,STEMM,Computing / ICT,Computer Science,13,10,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,STEMM,Engineering,Chemical Engineering,17,14,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,STEMM,Engineering,Civil Engineering,17,14,12
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,STEMM,Engineering,Electrical Engineering,14,11,10
2022/2023,South South,Akwa Ibom,Uyo,University,"Akwa Ibom State University, Ikot Akpaden",Male,all,STEMM,Engineering,Petroleum Engineering,18,13,11
