zone,state,lga,ward,school
North East,Bauchi,Shira,Disina,Tahafizul Quran Sawi
North East,Bauchi,Shira,Disina,Tarbiyatul Aulad Nursery And Primary School
North East,Bauchi,Shira,Disina,Tawaila Primary School Yana
North East,Bauchi,Shira,Disina,Yarka Primary School
North East,Bauchi,Shira,Faggo,Bukul Primary School
North East,Bauchi,Shira,Faggo,Faggo - Tahafizul Quran
North East,Bauchi,Shira,Faggo,Faggo Central Primary School
North East,Bauchi,Shira,Faggo,Faggo North Universal Basic Education Primary School Primary School
North East,Bauchi,Shira,Faggo,Government Junior Secondary School Upper Basic Faggo
North East,Bauchi,Shira,Faggo,Ihyaussunnah Islamiyya Zigau
North East,Bauchi,Shira,Faggo,Jss Zainabari
North East,Bauchi,Shira,Faggo,Makarantar M Yakubu Faggo
North East,Bauchi,Shira,Faggo,Makarantar Malam Amadu Kael
North East,Bauchi,Shira,Faggo,Makarantar Malam Muktari Faggo
North East,Bauchi,Shira,Faggo,Nahucen Faggo Primary School
North East,Bauchi,Shira,Faggo,Najamuddeen Islamiyya
North East,Bauchi,Shira,Faggo,Tsangayar Mal. Umar Isore
North East,Bauchi,Shira,Faggo,Yakasai Primary School
North East,Bauchi,Shira,Kilbori,Darajiya Primary School
North East,Bauchi,Shira,Kilbori,Eldewo Upper Basic
North East,Bauchi,Shira,Kilbori,Gaduna Primary School
North East,Bauchi,Shira,Kilbori,Government Junior Secondary School Upper Basic Kilbori
North East,Bauchi,Shira,Kilbori,Guddu Primary School
North East,Bauchi,Shira,Kilbori,Inuwa Memorial Beli Primary School
North East,Bauchi,Shira,Kilbori,Jalkatari - Makaratar M. Adamu Maidubu
North East,Bauchi,Shira,Kilbori,Katabarwa Primary School
North East,Bauchi,Shira,Kilbori,Kilbori Primary School Kilbori
North East,Bauchi,Shira,Kilbori,Masukwani Primary School
North East,Bauchi,Shira,Kilbori,Reliable Academy Yana
North East,Bauchi,Shira,Kilbori,Tsangayar Malam Dauda Abisa
North East,Bauchi,Shira,Kilbori,Yalwan Gabas Primary School
North East,Bauchi,Shira,Kilbori,Zigau Central Primary School
North East,Bauchi,Shira,Sambuwal,Ajangara Primary School
North East,Bauchi,Shira,Sambuwal,Bono Primary School
North East,Bauchi,Shira,Sambuwal,Chakwati Primary School
North East,Bauchi,Shira,Sambuwal,Darajiyawa Nomadic Primary School
North East,Bauchi,Shira,Sambuwal,Ganjiwo Universal Education Primary School
North East,Bauchi,Shira,Sambuwal,Government Junior Secondary School Upper Basic Adamami
North East,Bauchi,Shira,Sambuwal,Gurlel Primary School
North East,Bauchi,Shira,Sambuwal,Jamaa Primary School.
North East,Bauchi,Shira,Sambuwal,Kyawawa Primary School
North East,Bauchi,Shira,Sambuwal,Makarantan Malam Mustapha Sambuwal
North East,Bauchi,Shira,Sambuwal,Tawaila Upper Basic Yana
North East,Bauchi,Shira,Sambuwal,Tsangayar Malam Abdu Sani Sawi
North East,Bauchi,Shira,Sambuwal,Zainabari Primary School
North East,Bauchi,Shira,Sambuwal,Zigau North Primary School
North East,Bauchi,Shira,Shira,Adaha Primary School
North East,Bauchi,Shira,Shira,Aliyu Abdulkadir Primary School
North East,Bauchi,Shira,Shira,Alkaleri Bidis Primary School
North East,Bauchi,Shira,Shira,Badali Science Academy Shira
North East,Bauchi,Shira,Shira,Belin Shirawa Nomadic Primary School
North East,Bauchi,Shira,Shira,Dalliyo Primary School
North East,Bauchi,Shira,Shira,Dangoli Primary School
North East,Bauchi,Shira,Shira,Dushin Primary School
North East,Bauchi,Shira,Shira,Gagidiba Primary School
North East,Bauchi,Shira,Shira,Government Day Junior Secondary  Shool Shira
North East,Bauchi,Shira,Shira,Government Junior Secondary Dalli
North East,Bauchi,Shira,Shira,Government Junior Secondary School Aliyu Abdulkadir Upper Basic Shira
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Abdubun
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Bangire
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Beli
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Dango
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Gaza
North East,Bauchi,Shira,Shira,Government Junior Secondary School Upper Basic Katabarwa
North East,Bauchi,Shira,Shira,Gurmun Primary School
North East,Bauchi,Shira,Shira,Isore Primary School
North East,Bauchi,Shira,Shira,Jahin Primary School
North East,Bauchi,Shira,Shira,Kargo Primary School
North East,Bauchi,Shira,Shira,Makarantar Malam Bako Shehu
North East,Bauchi,Shira,Shira,Muazu Memorial Primary School
North East,Bauchi,Shira,Shira,Shira Pilot Science Primary School
North East,Bauchi,Shira,Shira,Unguwar Hadejiyawa Primary School
North East,Bauchi,Shira,Shira,Unguwar Hadejiyawa Upper Basic
North East,Bauchi,Shira,Tsafi,Balkakori Primary School
North East,Bauchi,Shira,Tsafi,Government Junior Secondary School Upper Basic Darajiya
North East,Bauchi,Shira,Tsafi,Government Junior Secondary School Upper Basic Tsafi
North East,Bauchi,Shira,Tsafi,Jatan Universal Basic Education Primary School
North East,Bauchi,Shira,Tsafi,Jss Nasarawan Tsafi
North East,Bauchi,Shira,Tsafi,Lafiya Primary School
North East,Bauchi,Shira,Tsafi,Makarantar Alaramma Ibrahim Bababngida Gagidiba
North East,Bauchi,Shira,Tsafi,Malaji Primary School
North East,Bauchi,Shira,Tsafi,Nasarawan Tsafi Primary School
North East,Bauchi,Shira,Tsafi,Sorodo
North East,Bauchi,Shira,Tsafi,Tarawo Primary School
North East,Bauchi,Shira,Tsafi,Tsafi Central Primary School
North East,Bauchi,Shira,Tsafi,Umar Abdulmalik Memorial Academy
North East,Bauchi,Shira,Tsafi,Zigau Upper Basic
North East,Bauchi,Shira,Tumfafi,Baffaru Nomadic Primary School
North East,Bauchi,Shira,Tumfafi,Dago Dutsi Primary School
North East,Bauchi,Shira,Tumfafi,Daramushe Primary School
North East,Bauchi,Shira,Tumfafi,Ganuwa Primary School
North East,Bauchi,Shira,Tumfafi,Government Junior Secondary School Upper Basic Gaduna
North East,Bauchi,Shira,Tumfafi,Gwadal Primary School
North East,Bauchi,Shira,Tumfafi,Lambun Lalle Primary School
North East,Bauchi,Shira,Tumfafi,Nurul Islam Gwadan Gwadan
North East,Bauchi,Shira,Tumfafi,Riliable Academy Primary School Yana
North East,Bauchi,Shira,Tumfafi,Tsangayar Malam Saadu Ganuwa
North East,Bauchi,Shira,Tumfafi,Tudun Wada Nomadic Primary School
North East,Bauchi,Shira,Tumfafi,Tumfafi Primary School
North East,Bauchi,Shira,Tumfafi,Yana Nursery And Primary School
North East,Bauchi,Shira,Zubo,Dawakiri Normadic Primary School
North East,Bauchi,Shira,Zubo,Gaza Primary School
North East,Bauchi,Shira,Zubo,Government Junior Secondary School Upper Basic Gagidiba
North East,Bauchi,Shira,Zubo,Government Junior Secondary School Upper Basic Zubo
North East,Bauchi,Shira,Zubo,Gwadan Gwadan Primary School
North East,Bauchi,Shira,Zubo,Kafin Sule Arzamu Primary School
North East,Bauchi,Shira,Zubo,Kudawa Nomadic Primary School
North East,Bauchi,Shira,Zubo,Languran Primary School
North East,Bauchi,Shira,Zubo,Makarantar Malam Ashafa
North East,Bauchi,Shira,Zubo,Remind Sunkuye
North East,Bauchi,Shira,Zubo,Tungwal Primary School
North East,Bauchi,Shira,Zubo,Yana West Primary School
North East,Bauchi,Shira,Zubo,Zubo Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Balif Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Barkeje Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Brighter  Future  Academy Zango
North East,Bauchi,Tafawa-Balewa,Ball,Bulli Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Burgel Gabas Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Central Primary School Tafawa Balewa
North East,Bauchi,Tafawa-Balewa,Ball,Community Mingil Makaranta
North East,Bauchi,Tafawa-Balewa,Ball,Dannahson Model Academy
North East,Bauchi,Tafawa-Balewa,Ball,Dolam Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Gandu Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Girgamu Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary Maijuju Tasha
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Duguriyel
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Jaja
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Martin Giji
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Mball
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Rugan Birni
North East,Bauchi,Tafawa-Balewa,Ball,Government Junior Secondary School Wuro Mayo
North East,Bauchi,Tafawa-Balewa,Ball,Gwammadaji Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Jalingo Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Jigi Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Katsinawa Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Lim Kasa Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Marti Bakin Kogi Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Mball Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Nadabo-Farms Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Sadawa Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Sakare Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Tudun Wadan Shall Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Tungri Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Wasassa Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Wurno Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Wurogeje Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Yalwan Ball Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Yamgan Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Yawan Daranji Tsakani Primary School
North East,Bauchi,Tafawa-Balewa,Ball,Yolan Gital Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Badas Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Bambaki Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Bar-Bula Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Bula Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Bundot Bula Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Community Secondary Scool Marti
North East,Bauchi,Tafawa-Balewa,Bula,Dinsin-Bula/Kudadu Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Gebji Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary Mingil Makaranta
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Bar Bula
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Duklin Bauchi
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Jambil
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Kufai
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Lim Bula
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Maryam Daji
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Rugan Malima
North East,Bauchi,Tafawa-Balewa,Bula,Government Junior Secondary School Zari
North East,Bauchi,Tafawa-Balewa,Bula,Jaban Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Jigawa Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Kwabri
North East,Bauchi,Tafawa-Balewa,Bula,Latangal Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Lim Tsakani Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Lim-Bula Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Marafa Ardo Nomadic Primary School Zwall
North East,Bauchi,Tafawa-Balewa,Bula,Mararraban Daji Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Martin Daji Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Mbalanbula Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Mingil Fada Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Mursum Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Ngippalpal Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Peace Nursery And Primary School Maryam
North East,Bauchi,Tafawa-Balewa,Bula,Shall Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Simodiana Academy Lim
North East,Bauchi,Tafawa-Balewa,Bula,Tawaliu Nursery/Primary School Tudun Sayawa
North East,Bauchi,Tafawa-Balewa,Bula,Unguwan Hardo Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Wur Primary School
North East,Bauchi,Tafawa-Balewa,Bula,Yajure Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Abdulmumini Orphans Islamiyya School
North East,Bauchi,Tafawa-Balewa,Bununu,Dutsen Goggo Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Fomwan Model Nursery And Primary School Bununu
North East,Bauchi,Tafawa-Balewa,Bununu,Gimsa Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Gjss Burgel Gabas
North East,Bauchi,Tafawa-Balewa,Bununu,Gongon Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary Scholl Gabgel
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Bununu
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Dunga
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Jigi
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Mbat Daya
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Sabon Gida
North East,Bauchi,Tafawa-Balewa,Bununu,Government Junior Secondary School Zuya
North East,Bauchi,Tafawa-Balewa,Bununu,Jambil Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Jamda Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Kayarda Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Kumbus Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Kundum Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Lukka-Zwall Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Martin Giji Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Mato Lukshi Memorial Academy
North East,Bauchi,Tafawa-Balewa,Bununu,Mawurni Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Mbat Biyu Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Milestone Academy Nursery And Primary School Bununu
North East,Bauchi,Tafawa-Balewa,Bununu,Mingil Fada Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Nabar Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Sabon Garin Yisin Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Saint Peters Nursery And Primary School Marti
North East,Bauchi,Tafawa-Balewa,Bununu,Shar Shar Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Tarji Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Tenam Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Unguwan Magaji Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Ungwar Wambai Nursery And Primary School Bununu
North East,Bauchi,Tafawa-Balewa,Bununu,Vun Tongha Royal Academy
North East,Bauchi,Tafawa-Balewa,Bununu,Wuro Ladde Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Bununu,Yanji
North East,Bauchi,Tafawa-Balewa,Bununu,Zabir Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Burga Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Dafi Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Duguryel Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Faith Nursery And Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Fomwan Model Nursery And Primary School Gital
North East,Bauchi,Tafawa-Balewa,Dajin,Ganshiya Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Gaso Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Gjss Gekil
North East,Bauchi,Tafawa-Balewa,Dajin,Gongon Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary Schoo Dolam
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School Dajin
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School G.R.A
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School Kantana
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School Munsanyi
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School School Riseh
North East,Bauchi,Tafawa-Balewa,Dajin,Government Junior Secondary School Zwall
North East,Bauchi,Tafawa-Balewa,Dajin,Haruna Halliru Imam Memorial Academy Dajin
North East,Bauchi,Tafawa-Balewa,Dajin,Hayatul Islam  Nursery And Primary School Dajin
North East,Bauchi,Tafawa-Balewa,Dajin,Hope Nursery And Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Jaksham Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Jimpi Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Kubi Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Luti Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Maljaus Sunnah Dajin
North East,Bauchi,Tafawa-Balewa,Dajin,Mbat Daya Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Ngidir Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Ngyani Faransa Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Num Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Rafin Gimba Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Sale Tenam Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Shallom Nursery And Prymary School Martin Daji
North East,Bauchi,Tafawa-Balewa,Dajin,Sigdin Shehu Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,St. Patrick Nursary And Primary School Sara
North East,Bauchi,Tafawa-Balewa,Dajin,Tada Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Tudun Wadan Lim Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Waptang Primary School
North East,Bauchi,Tafawa-Balewa,Dajin,Zango Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Al Hilal Nursery And Primary School Dull
North East,Bauchi,Tafawa-Balewa,Dull,Bongtong Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Dull Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Falak Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Gjss Kutaru
North East,Bauchi,Tafawa-Balewa,Dull,Gonzi Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Aruti
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Dull
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Gambar Sabon Layi
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Katsinawa
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Nabar
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secondary School Shall
North East,Bauchi,Tafawa-Balewa,Dull,Government Junior Secosndary School Bamja
North East,Bauchi,Tafawa-Balewa,Dull,Jaiz Memorial Academy  Dull
North East,Bauchi,Tafawa-Balewa,Dull,Kahel Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Kufai Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Lwong Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Malam Isa Shirtawa Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Malanchi Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Mbwar Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Munbarla Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Nabar Makera Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Pekman Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Rugan Iliyasu Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Sara Ii Primary School Sara
North East,Bauchi,Tafawa-Balewa,Dull,Shalon Nursery And Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Sorni Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Tudun Wadan Dull Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Ubec Junior And Vocational Secondary School Dull
North East,Bauchi,Tafawa-Balewa,Dull,Unguwan Hardo Nomadic Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Unguwan Katsinawan Dull Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Wuro Dari Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Wuro Jaban Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Yolan Dull Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Yolan Gori Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Zagan Tafare Primary School
North East,Bauchi,Tafawa-Balewa,Dull,Zari Primary School
North East,Bauchi,Tafawa-Balewa,"Kardam ""A""",Alheri Life Memorial Nursery And Primary School Kal
